year-month,lhd,CO ppm,NO pphm,NO2 pphm,OZONE pphm,PM10 µg/m³,SO2 pphm,asthma edp [f],asthma edp [m]
2021-09,Northern Sydney,0.1580554739974616,0.338801675732743,0.5702065971548544,2.4767713036750894,13.684942566826718,0.0300780321060175,4.6,2.8
2021-10,Northern Sydney,0.220757553346338,0.3921607799893352,0.545829502410643,2.3979120513237397,14.392925016812802,0.0338613405125602,6.4,5.6
2021-11,Northern Sydney,0.15,0.3174538323472054,0.4484620296255355,2.045368368611612,13.626552053968776,0.0412535407327565,5.6,9.1
2021-12,Northern Sydney,0.15,0.1150365710699814,0.3142792558647587,1.8974353266241024,12.93447814446278,0.0242804493645748,7.2,4.5
2022-01,Northern Sydney,0.15,0.2022386790875105,0.2189241021830887,1.489566543499327,15.164588196388436,0.0145618852176428,6.2,4.2
2022-02,Northern Sydney,0.15,0.2519322439851006,0.3718983157281788,1.4538192796741891,15.535227883162417,0.016916834229201,7.4,11.0
2022-03,Northern Sydney,0.15,0.3702073256347867,0.5803158936433663,1.5190689471471863,12.444751123373264,0.0262088212864403,13.2,15.0
2022-04,Northern Sydney,0.2492638371223989,0.3258317112355826,0.6286260497878422,1.234691796919894,10.607039778557764,0.0019913136347214,16.1,19.3
2022-05,Northern Sydney,0.25,0.4871320492750624,0.8394482464372235,1.051042920436852,9.805485889805858,0.008866273102568,24.2,30.3
2022-06,Northern Sydney,0.15,0.424649126105941,0.8978323194612244,1.3093383685258737,10.27039213125752,0.0058413633588096,12.8,14.8
2022-07,Northern Sydney,0.1,0.4067350034883679,0.878337178308869,1.3536876782907337,8.627292208830136,0.0018809747418136,12.5,9.4
2022-08,Northern Sydney,0.0,0.1999999999999999,0.6439150254423357,1.9422757491525795,9.5205495807559,0.0434779628892244,17.4,18.4
2022-09,Northern Sydney,0.0,0.3991595681604754,0.6340955419240898,2.1164190678473584,10.288107692308568,0.0446185410376705,16.9,15.4
2022-10,Northern Sydney,0.0,0.2973352530694104,0.4747435821010735,2.193980135947548,11.400118667623442,0.0743252128551851,11.4,15.9
2022-11,Northern Sydney,0.0,0.2686194637054587,0.3486468486183704,2.126267712446346,13.261911211305154,0.043236359340129,12.0,9.5
2022-12,Northern Sydney,0.0,0.609573485038023,0.4790483329374262,1.7998890534265934,13.62353577161853,0.0458071266975739,11.8,10.4
2023-01,Northern Sydney,0.0,0.4437153247834591,0.3845353320531754,1.3251788876895567,13.331904099354508,0.0419489716083351,9.0,8.9
2023-02,Northern Sydney,0.0,0.4684405368500615,0.4459797321283548,2.0899619161498446,14.020212530888465,0.0837911194998121,12.6,19.2
2023-03,Northern Sydney,0.0,0.4479511068412185,0.5765258964600236,1.7645371665617289,13.637867084521064,0.0560760865185978,9.1,17.8
2023-04,Northern Sydney,0.0,0.7771155134794422,0.8201382141007066,1.4617867258678832,11.430846706718429,0.0436291003475148,9.8,11.7
2023-05,Northern Sydney,0.1,1.0374556814484033,1.1105375186031912,1.0152931876030706,12.585919534397688,0.048746662952001,15.9,14.8
2023-06,Northern Sydney,0.1,0.6906926145511791,0.938695931598908,1.2146569671963137,11.348204203938076,0.050918188992093,8.7,12.4
2023-07,Northern Sydney,0.1,0.5617402737822028,0.957127012604387,1.3254787282288385,12.172317430730544,0.0516104408120213,9.93076923076923,12.96923076923077
2023-08,Northern Sydney,0.1,0.3939708948661216,0.9681543612764236,1.8226125471458663,11.824698028846209,0.0818660668439758,11.16153846153846,13.538461538461538
2023-09,Northern Sydney,0.1,0.2098184569021661,0.837971699764978,2.3600454864520164,17.28117476406583,0.102678962650986,12.392307692307693,14.107692307692307
2023-10,Northern Sydney,0.0,0.2298124911364098,0.5318965437425153,2.3324331716705435,16.746619031836055,0.0208457914646861,13.623076923076924,14.676923076923078
2023-11,Northern Sydney,0.0,0.195431060652027,0.3882872666510034,1.9900872391623117,14.54285524338083,0.0471144400969729,14.853846153846153,15.246153846153844
2023-12,Northern Sydney,0.0,0.4655063938724892,0.4555801877270125,2.1790576189398614,17.076026894641473,0.0527569627318182,16.084615384615383,15.815384615384616
2024-01,Northern Sydney,0.0,0.3602121246204878,0.3677473671014151,1.857215351757656,17.63980818003236,0.0902156923744978,17.315384615384616,16.384615384615387
2024-02,Northern Sydney,0.0,0.5783962882324326,0.6099174665646904,1.6768754318855248,18.18467858269892,0.0909979069871088,18.54615384615385,16.953846153846154
2024-03,Northern Sydney,0.05,0.3352432944613144,0.5202519778560574,1.4318673081297897,17.264811169707663,0.0902441354485646,19.77692307692308,17.52307692307692
2024-04,Northern Sydney,0.0,0.4831523348036533,0.8357615707608882,1.562489187635573,14.171017725707229,0.080525792223433,21.00769230769231,18.09230769230769
2024-05,Northern Sydney,0.05,0.7524058314619727,1.0531853669629705,1.0282057900037602,11.803036565131231,0.0474150473400757,22.23846153846154,18.661538461538463
2024-06,Northern Sydney,0.05,1.047149882968067,1.2023480722565545,1.117454785622458,9.470755443288494,0.0431841567048927,23.46923076923077,19.23076923076923
2014-07,South Eastern Sydney,0.2375520810069256,3.4625042143141265,1.699080820415936,1.08048662611531,14.4,0.1233878827011973,24.7,19.8
2014-08,South Eastern Sydney,0.2256006173793285,2.8899899855338056,1.5162861821299272,1.344981080896032,14.1,0.0994425133387312,27.6,21.5
2014-09,South Eastern Sydney,0.1691533538459477,2.690321564785196,1.4106543325546563,1.5376956821845311,14.3,0.1042533145474686,22.6,18.3
2014-10,South Eastern Sydney,0.2151159385500978,2.5296191674577435,1.190513062247531,1.8290991142285409,21.2,0.1147460149261287,15.9,20.1
2014-11,South Eastern Sydney,0.243888154944813,2.585647663290911,1.0589587616218945,1.740269383222444,23.1,0.1073148996332543,21.1,21.1
2014-12,South Eastern Sydney,0.2066059872986175,2.085740441890608,1.1241441262870375,1.8124700324051488,22.7,0.100218881656134,24.0,30.8
2015-01,South Eastern Sydney,0.1884763798964248,2.2137153627383834,1.088451270346319,1.4967966942630806,20.8,0.1050631633147295,12.2,13.7
2015-02,South Eastern Sydney,0.2398538137489033,3.010643725998858,1.0058614951091962,1.1557269276242483,19.8,0.0979190248943857,20.3,30.7
2015-03,South Eastern Sydney,0.2826151354672684,2.938564132889121,1.5309735293244335,1.3534109592921182,24.2,0.1237226651184835,26.2,36.8
2015-04,South Eastern Sydney,0.2374812216547477,2.9995113934346325,1.540072755523227,1.185492112328712,16.8,0.1075560006057687,24.5,26.0
2015-05,South Eastern Sydney,0.3477619070307573,3.822002045841903,1.8372707742238537,0.8971977949910057,19.3,0.1296623002479725,28.8,37.9
2015-06,South Eastern Sydney,0.3773662575249267,4.576080158936351,2.072090729665245,0.6230263114777077,16.1,0.1328700141561139,31.0,30.8
2015-07,South Eastern Sydney,0.278251019407897,3.993965539829011,1.898507786111652,0.9286046061635864,13.1,0.1197645103939136,26.7,28.0
2015-08,South Eastern Sydney,0.2202312025233648,3.44058075330181,1.726096988895467,1.1597215588742518,14.1,0.1346929682536456,24.4,24.5
2015-09,South Eastern Sydney,0.2069469310890583,2.6510167712045307,1.4641986723160216,1.550375546647384,14.8,0.1130737553524168,15.8,19.5
2015-10,South Eastern Sydney,0.2625959835687084,2.8555757620802398,1.4343253310314292,1.908999911946836,21.7,0.1308606780717428,17.0,20.1
2015-11,South Eastern Sydney,0.2282791072617421,2.42598736011788,1.2901248857063117,1.7651446240326465,20.9,0.1171047182371926,19.4,26.9
2015-12,South Eastern Sydney,0.2873843243300198,2.901704833847508,1.2102728824949298,1.3863007644302827,21.8,0.1181972094722658,13.0,16.9
2016-01,South Eastern Sydney,0.2645667210033594,2.83472580803236,1.2484323107938162,1.3661467612703215,21.6,0.1191922552298977,16.7,14.3
2016-02,South Eastern Sydney,0.2642164136500666,2.789201105351088,1.135067365403726,1.3777412957131967,21.4,0.1163495840179031,26.5,26.0
2016-03,South Eastern Sydney,0.2160666425621529,2.848781407390117,1.152891283674342,1.1386185243278608,17.7,0.1023589480892677,21.8,25.5
2016-04,South Eastern Sydney,0.3315275926862598,3.373913189988991,1.5355886043382514,1.1929562277191643,20.0,0.1119402888664148,21.6,21.6
2016-05,South Eastern Sydney,0.3342685099810273,3.251401175907718,1.888055248054759,1.0162537374534528,19.5,0.1232038529705711,26.5,27.0
2016-06,South Eastern Sydney,0.2299955610123968,3.5899167340828213,1.6220164096177667,0.9355979921786276,11.7,0.1035912837560877,23.2,23.6
2016-07,South Eastern Sydney,0.2143621204050746,3.138109495062939,1.6840113092486169,1.0839923365026098,11.8,0.1024244593859476,16.3,19.0
2016-08,South Eastern Sydney,0.2387015055053505,3.234962315799613,1.674198134727344,1.2098952373335996,14.8,0.1131350880839036,23.6,23.4
2016-09,South Eastern Sydney,0.1602790936644686,2.7602709061031687,1.4693771975627556,1.422959030974008,12.4,0.1068046025217612,21.8,18.8
2016-10,South Eastern Sydney,0.2133251137615888,2.849835369166463,1.3459901546048751,1.708420410004934,16.6,0.1240219503443449,15.9,15.7
2016-11,South Eastern Sydney,0.2630641917901085,2.8770495721452027,1.2356122267171414,1.6890197618461922,22.5,0.1262604858642031,16.1,19.2
2016-12,South Eastern Sydney,0.2973890024759256,2.61268839733357,1.401788111250442,1.755337404686492,25.3,0.1221226037170342,17.4,20.4
2017-01,South Eastern Sydney,0.2957477835725427,2.499723810738736,1.1541504015214228,1.4939496297268244,25.6,0.1137805891057419,13.6,13.8
2017-02,South Eastern Sydney,0.2037984247111524,1.9329051725939008,1.0960853791144642,1.7134081371379704,22.0,0.0952527255186751,20.7,31.7
2017-03,South Eastern Sydney,0.2604068063594648,2.102537025486513,1.1475196858450831,1.4272923273109297,20.8,0.0790858201512718,24.0,28.3
2017-04,South Eastern Sydney,0.2601383328130432,3.295646118254174,1.4032836576755674,1.203054384418048,16.2,0.1180610703799464,22.6,27.8
2017-05,South Eastern Sydney,0.307593029537191,3.552869756970617,1.7547001580381305,1.0605429940659803,16.3,0.1187275437554788,32.1,31.3
2017-06,South Eastern Sydney,0.3636040689305153,3.916898165726554,1.849396822245649,0.8491922384991437,16.2,0.1017870233398884,25.3,19.1
2017-07,South Eastern Sydney,0.2682414554343166,3.5086763270854324,1.6256578127935093,1.051779781356574,14.5,0.1417537375609011,23.7,17.8
2017-08,South Eastern Sydney,0.2244923869141935,2.6847392488910904,1.643108771214041,1.5144778683853564,16.6,0.135769893038219,22.5,17.3
2017-09,South Eastern Sydney,0.2048387771313556,2.578698550186347,1.574840065330761,1.7613190953552884,21.0,0.1417537375609011,15.8,17.6
2017-10,South Eastern Sydney,0.2537156498209383,2.1846392246343656,1.2995963840874234,1.8807266090355677,21.7,0.1020834738584383,16.2,18.5
2017-11,South Eastern Sydney,0.1689254129842233,2.243246042829767,1.0304545842858854,1.5619270427728518,15.6,0.1036488873363988,14.5,16.3
2017-12,South Eastern Sydney,0.2421879551856721,2.081074364898177,1.2438088593458498,1.673784608128683,23.7,0.1193820517371214,14.2,18.3
2018-01,South Eastern Sydney,0.2469541415269993,2.2417082584216392,1.2121538045420657,1.3808249574764628,22.0,0.1083481316840656,11.4,14.9
2018-02,South Eastern Sydney,0.2732515656270551,2.435622580939547,1.0348745568647777,1.360978328269388,22.3,0.1069633078925426,20.0,24.4
2018-03,South Eastern Sydney,0.3378473891410183,3.0585029608234864,1.3355255607744447,1.4340758037329917,24.3,0.137006941478813,15.2,24.3
2018-04,South Eastern Sydney,0.3665898251116239,2.95004353166901,1.4629894101217058,1.377306690903938,24.0,0.1256232997691231,20.9,20.4
2018-05,South Eastern Sydney,0.4182178751782481,3.4127502584158176,1.943485564688204,1.0829913135202034,21.0,0.138762836916114,24.4,23.7
2018-06,South Eastern Sydney,0.3268003212404557,3.718167711288841,1.9699907695049224,1.0620155864326342,15.3,0.1165458521204037,17.5,21.3
2018-07,South Eastern Sydney,0.3384135852837912,3.9288262894858654,2.031661464121752,1.1818408910628708,19.2,0.1417537375609011,24.4,17.2
2018-08,South Eastern Sydney,0.2771910037455057,3.103757647444817,1.907815493099144,1.5728794370387784,18.3,0.1417537375609011,19.7,16.4
2018-09,South Eastern Sydney,0.3070641049946423,2.803389591923325,1.7114848975247003,1.6401335054731043,18.5,0.1093717488732859,17.4,16.0
2018-10,South Eastern Sydney,0.213138314027233,2.134006203289713,1.2749037516671144,1.7120290113011989,19.6,0.1139010323560456,15.7,21.5
2018-11,South Eastern Sydney,0.3,2.85,1.5,1.6,25.4,0.1417537375609011,19.2,22.9
2018-12,South Eastern Sydney,0.3,2.3,1.15,1.5499999999999998,24.4,0.1,17.8,15.4
2019-01,South Eastern Sydney,0.3,2.2,1.15,1.4500000000000002,28.0,0.109454282893233,12.9,14.3
2019-02,South Eastern Sydney,0.3,2.7,1.25,1.25,23.6,0.0995854340906818,19.9,25.7
2019-03,South Eastern Sydney,0.4,2.9000000000000004,1.4,1.35,22.9,0.1125610677692044,23.0,22.0
2019-04,South Eastern Sydney,0.4,3.2,1.65,1.15,20.6,0.1,22.8,21.8
2019-05,South Eastern Sydney,0.4565048902286877,3.8,2.0,1.0,19.0,0.1417537375609011,24.3,24.5
2019-06,South Eastern Sydney,0.3201226959956175,3.450563104247645,1.809533534071732,0.9124081087277448,14.0,0.1191585323627992,23.7,20.3
2019-07,South Eastern Sydney,0.3,3.6,1.9,1.15,15.2,0.1417537375609011,21.9,19.4
2019-08,South Eastern Sydney,0.3,3.15,1.9,1.45,17.9,0.1417537375609011,24.5,23.3
2019-09,South Eastern Sydney,0.3,2.65,1.6,1.7,19.6,0.1,19.2,19.1
2019-10,South Eastern Sydney,0.3,2.65,1.65,1.8,25.8,0.1,14.1,10.3
2019-11,South Eastern Sydney,0.4,2.35,1.5,1.9,30.14999999999999,0.1,23.4,21.8
2019-12,South Eastern Sydney,0.3,1.95,1.25,1.9,30.14999999999999,0.1,29.7,24.7
2020-01,South Eastern Sydney,0.4,1.8,1.1,1.641616354915776,30.14999999999999,0.0954776919961662,17.8,12.9
2020-02,South Eastern Sydney,0.2536695287361352,2.45,1.15,1.45,23.5,0.1152944135285508,19.8,18.4
2020-03,South Eastern Sydney,0.3,2.5,1.3,1.3,18.8,0.1,21.5,23.4
2020-04,South Eastern Sydney,0.2,2.0,1.35,1.45,18.4,0.1,9.2,8.3
2020-05,South Eastern Sydney,0.2,2.5500000000000003,1.4,1.2000000000000002,13.4,0.1,10.1,7.3
2020-06,South Eastern Sydney,0.3,2.85,1.7,1.0,13.7,0.1,20.0,17.2
2020-07,South Eastern Sydney,0.3,2.85,1.75,1.15,14.3,0.1,12.2,11.5
2020-08,South Eastern Sydney,0.3,2.35,1.5499999999999998,1.4500000000000002,14.5,0.1,11.4,14.5
2020-09,South Eastern Sydney,0.2,2.15,1.45,1.75,17.1,0.1,12.2,10.9
2020-10,South Eastern Sydney,0.2,1.85,1.25,1.95,17.6,0.1,11.0,11.1
2020-11,South Eastern Sydney,0.2707070201825439,2.2526372444224823,1.1722091095032672,1.640292819095681,21.7,0.0977390566812675,14.6,16.0
2020-12,South Eastern Sydney,0.2,1.95,1.0,1.5,19.4,0.1,12.1,12.9
2021-01,South Eastern Sydney,0.2,1.9,0.95,1.45,20.6,0.1,8.9,9.6
2021-02,South Eastern Sydney,0.3,2.45,1.0,1.15,19.3,0.1,18.7,14.4
2021-03,South Eastern Sydney,0.2,2.45,1.15,1.4,19.3,0.1,15.5,18.9
2021-04,South Eastern Sydney,0.3,2.85,1.6,1.2,17.8,0.1,17.0,19.4
2021-05,South Eastern Sydney,0.4,2.9,1.5,1.1,15.4,0.1,23.7,19.8
2021-06,South Eastern Sydney,0.2,3.45,1.6,0.95,12.5,0.1,22.2,16.4
2021-07,South Eastern Sydney,0.1,2.05,1.25,1.4,11.7,0.1,10.6,9.7
2021-08,South Eastern Sydney,0.1,1.6,1.25,1.65,14.4,0.1,8.5,7.8
2021-09,South Eastern Sydney,0.1,1.4289384605186135,1.1,1.8633984282843967,15.4,0.1,6.6,4.2
2021-10,South Eastern Sydney,0.1,1.55,1.15,1.95,17.4,0.1,8.5,3.8
2021-11,South Eastern Sydney,0.2077254109076702,2.0,0.95,1.6,16.0,0.1,8.6,8.6
2021-12,South Eastern Sydney,0.1597638186162096,2.0,0.95,1.4,15.6,0.1,10.5,10.8
2022-01,South Eastern Sydney,0.1,1.7,0.7323340444435293,1.25,19.8,0.1,9.7,7.0
2022-02,South Eastern Sydney,0.2,2.2,0.95,1.2,20.5,0.1,9.4,10.1
2022-03,South Eastern Sydney,0.2,2.35,0.95,1.2,16.3,0.1,20.4,22.8
2022-04,South Eastern Sydney,0.2035062513534976,2.2997818188379666,1.227102846137007,1.208678595582713,13.5,0.0898771015534899,26.8,24.2
2022-05,South Eastern Sydney,0.2509200034611794,3.1243754403262307,1.5834280618161278,0.9246663645619064,11.9,0.0946617232498803,30.7,31.9
2022-06,South Eastern Sydney,0.2,2.9,1.6,1.05,11.2,0.1,28.8,16.5
2022-07,South Eastern Sydney,0.2,2.45,1.55,1.4,13.0,0.1,16.4,14.0
2022-08,South Eastern Sydney,0.2,2.65,1.5,1.4,10.4,0.1,29.7,20.2
2022-09,South Eastern Sydney,0.2,2.25,1.35,1.7,13.4,0.1,20.7,18.6
2022-10,South Eastern Sydney,0.2,2.25,1.2,1.7,14.3,0.1,17.8,14.9
2022-11,South Eastern Sydney,0.2,2.25,1.05,1.55,14.2,0.1,15.7,15.0
2022-12,South Eastern Sydney,0.1,2.0,0.95,1.45,17.1,0.1,12.8,12.9
2023-01,South Eastern Sydney,0.1,1.8,0.85,1.2,16.2,0.1,11.3,5.9
2023-02,South Eastern Sydney,0.2,2.2,1.0,1.35,19.2,0.1,19.6,21.8
2023-03,South Eastern Sydney,0.2,2.55,1.4,1.4,18.1,0.1,15.9,17.8
2023-04,South Eastern Sydney,0.2,2.5,1.35,1.1,14.3,0.1,22.3,16.6
2023-05,South Eastern Sydney,0.2,3.1,1.6,0.95,13.6,0.1,23.6,19.3
2023-06,South Eastern Sydney,0.3,2.9,1.5499999999999998,1.1,12.5,0.1,12.5,13.8
2023-07,South Eastern Sydney,0.3,3.0,1.65,1.0,12.9,0.1,13.7,14.846153846153848
2023-08,South Eastern Sydney,0.2,2.95,1.65,1.2,13.5,0.1,14.9,15.892307692307693
2023-09,South Eastern Sydney,0.3,2.75,1.65,1.65,21.9,0.1417537375609011,16.1,16.93846153846154
2023-10,South Eastern Sydney,0.2,2.3000000000000003,1.15,1.85,19.1,0.1,17.3,17.984615384615385
2023-11,South Eastern Sydney,0.2,2.35,0.9,1.6,17.5,0.1,18.5,19.03076923076923
2023-12,South Eastern Sydney,0.2,2.5,0.95,1.6,20.5,0.1048849752581908,19.700000000000003,20.07692307692308
2024-01,South Eastern Sydney,0.2,3.0,0.7823340444435293,1.2,21.4,0.1,20.9,21.123076923076923
2024-02,South Eastern Sydney,0.2,3.2,0.95,1.2,22.7,0.1,22.1,22.16923076923077
2024-03,South Eastern Sydney,0.2,3.0,1.0,1.25,20.3,0.1,23.3,23.21538461538461
2024-04,South Eastern Sydney,0.3,3.0,1.5,1.15,16.5,0.1095447594978303,24.5,24.26153846153846
2024-05,South Eastern Sydney,0.3,3.85,1.8,0.8,13.6,0.1,25.700000000000003,25.307692307692307
2024-06,South Eastern Sydney,0.3,3.2,1.75,0.85,10.8,0.1,26.9,26.353846153846156
2014-07,South Western Sydney,0.2935858228237051,1.1847177990802118,0.8669104610393429,1.5821269714961634,14.675,0.0352505208712235,28.1,27.4
2014-08,South Western Sydney,0.2272527042786831,0.5489645045742424,0.6911014039862451,1.9728870059907144,13.1,0.0287517179380208,32.2,25.3
2014-09,South Western Sydney,0.2440242472279894,0.5363520541657392,0.6737716943635489,1.9944468576946308,14.0,0.0246511686697157,23.7,25.9
2014-10,South Western Sydney,0.2549446103505763,0.4076478178931052,0.7578866234469028,2.2598748727655065,19.975,0.0508392746530193,24.0,24.3
2014-11,South Western Sydney,0.2064427403799203,0.2511856602775044,0.7137972369693514,2.4079236854329022,21.3,0.0580311962899981,19.9,22.9
2014-12,South Western Sydney,0.2133602991148739,0.2278825010283698,0.6220322382126735,2.266968705603867,18.175,0.0506155830343366,23.8,25.0
2015-01,South Western Sydney,0.2130284940538009,0.1289540490426094,0.5133617256955205,1.833661325003553,15.425,0.0262506231157715,17.6,23.0
2015-02,South Western Sydney,0.218400968745761,0.325,0.672112177342706,1.389610889587832,16.125,0.0301904221386943,28.6,38.3
2015-03,South Western Sydney,0.2267258973468637,0.526920619102886,0.71151962197876,1.8556725764525333,20.025,0.042195657838226,32.6,39.2
2015-04,South Western Sydney,0.2074118975769271,0.5952868656460052,0.4625,1.7657509080359677,11.575,0.0239495997923835,29.4,29.8
2015-05,South Western Sydney,0.2594566856728678,0.9920958859611156,0.6426816511773055,1.3972980877420773,15.85,0.0310683700326475,44.9,38.4
2015-06,South Western Sydney,0.2890855340494064,1.5500023994059249,0.8437424236335791,1.1231622128150565,16.05,0.0567754340269059,34.9,42.6
2015-07,South Western Sydney,0.2414231258819998,1.210379205319081,0.7348181216565882,1.43348409109922,13.45,0.0350372931078661,29.7,28.5
2015-08,South Western Sydney,0.2292431671393795,0.7495081939751412,0.7239396223665512,1.7187402352363177,13.95,0.0324379834311019,31.3,30.1
2015-09,South Western Sydney,0.2198297755194674,0.5147150303866501,0.65108929742664,1.9926185687315277,13.8,0.0317492888386556,29.7,26.7
2015-10,South Western Sydney,0.2358691500977439,0.3875,0.888043727787714,2.1399415045083425,20.525,0.0559828299236607,22.5,31.2
2015-11,South Western Sydney,0.2057524950504652,0.2738193922729592,0.6846136729494415,2.223453116053232,18.725,0.0311571169368922,23.4,29.5
2015-12,South Western Sydney,0.2177088665503161,0.2897448530810582,0.7244491025080055,1.971074167796912,19.175,0.0593041971474269,20.8,20.7
2016-01,South Western Sydney,0.2269054193801391,0.2637777394730619,0.5379651287452973,1.992723740395564,17.35,0.0321426762881172,19.2,20.7
2016-02,South Western Sydney,0.1959092484382864,0.325,0.6320729688339292,1.809784817518351,19.3,0.0387903279792427,32.1,39.5
2016-03,South Western Sydney,0.2537636763120796,0.4498162309874521,0.7168573799843102,1.5655838731823415,16.7,0.0515694916923561,35.9,34.8
2016-04,South Western Sydney,0.2630455570547542,0.9002865990038789,0.8593715029321859,1.6063478993229643,20.15,0.0574681501993364,23.4,28.2
2016-05,South Western Sydney,0.2580562066605836,0.9986332300934856,1.0222773043109803,1.5235999737786887,22.2,0.0453123008477658,32.0,40.8
2016-06,South Western Sydney,0.2565236564363077,1.0832112217914558,0.7100239719051195,1.498194246116015,11.65,0.0375522176491003,33.0,33.0
2016-07,South Western Sydney,0.2515688173970532,0.9092006361142582,0.6763242875847738,1.6300618634742357,12.05,0.0370309138907641,24.5,22.7
2016-08,South Western Sydney,0.2465561312432054,1.0895817523993023,0.8952922708965881,1.6506575101408565,15.075,0.0547254433105197,27.8,25.1
2016-09,South Western Sydney,0.2183803022568768,0.5455220940095373,0.7312325930744393,1.7559578416218984,12.4,0.0557268600339924,28.6,27.0
2016-10,South Western Sydney,0.1852349796965001,0.4610506549756791,0.5700482909790687,2.165708621834676,16.15,0.0352544560557083,22.4,22.1
2016-11,South Western Sydney,0.2295037981792229,0.4405699432335384,0.7417991682488874,2.226120453110636,21.45,0.0377367290661515,23.3,22.1
2016-12,South Western Sydney,0.2503676355842407,0.196137441784148,0.731379815113205,2.359279908128446,21.975,0.0613408729283508,23.8,22.4
2017-01,South Western Sydney,0.2532749796278505,0.2658794097306212,0.5703673626036992,2.2718098949708017,22.175,0.0616882793886628,16.5,15.4
2017-02,South Western Sydney,0.2318460547153099,0.3503722791301567,0.6889264252655894,2.3491074376109293,20.325,0.0596692927579748,28.3,27.7
2017-03,South Western Sydney,0.2312338444747479,0.2668762557642627,0.5102703476651578,1.6542722833353185,17.725,0.0421286387013308,28.1,27.0
2017-04,South Western Sydney,0.2264611330772493,0.6554914283859008,0.728931865033369,1.481664462670614,14.65,0.0392327600095859,31.8,31.6
2017-05,South Western Sydney,0.221948287317057,1.016668545981538,0.9832403111351636,1.359021700493022,16.725,0.0565577423057258,37.5,42.2
2017-06,South Western Sydney,0.2207170449852103,1.2241847614843329,0.8333759240223536,1.3125895770755136,15.375,0.0378198366216042,36.9,34.6
2017-07,South Western Sydney,0.2517405799422635,1.575767458062129,0.9773556546508584,1.500754798901856,20.125,0.0398867478450487,28.2,29.7
2017-08,South Western Sydney,0.2010617255574177,0.7929612373709225,0.7988265158629533,2.0492907700785343,17.025,0.0383459155184974,25.0,19.1
2017-09,South Western Sydney,0.2315745161949503,0.634826054025931,0.8792930818956977,2.184017436885592,22.5,0.0418242297965368,23.6,17.4
2017-10,South Western Sydney,0.2146422725825718,0.2985932725837036,0.7810517263565371,2.2272721869537437,20.7,0.0634743914217784,21.2,19.7
2017-11,South Western Sydney,0.197704423940494,0.3129713327070907,0.7303482530145528,1.9216769091832329,15.2,0.0377779549939144,19.4,22.8
2017-12,South Western Sydney,0.2481796901037206,0.2228307277670604,0.7436071523198629,2.416186044444772,20.375,0.0613669601740784,15.2,16.4
2018-01,South Western Sydney,0.2093494957837472,0.2,0.6057606617549878,2.357370053455085,22.025,0.061457295992128,16.5,14.1
2018-02,South Western Sydney,0.2028444255543312,0.4540835923792484,0.731838907112397,1.739869431769704,21.675,0.0614038722870269,23.3,27.3
2018-03,South Western Sydney,0.222697859974386,0.3284625105197683,0.6977527055142272,1.8729881674034812,22.625,0.0599183919548381,28.5,27.3
2018-04,South Western Sydney,0.2327200819164078,0.5272706035327497,0.7785521897557174,1.953701523055396,26.05,0.0607203198358426,24.3,23.3
2018-05,South Western Sydney,0.2539070040407306,1.2448335646622306,1.0866746406134091,1.5503595573427822,24.975,0.0591890454428412,37.2,37.4
2018-06,South Western Sydney,0.2556875352014415,1.1756817886976287,0.8596191359981488,1.5623394457975155,14.45,0.0376969159142628,28.5,24.8
2018-07,South Western Sydney,0.2970393437549188,1.4195406833435265,1.0526148821760914,1.615981089608172,22.525,0.0562072204102241,24.5,21.2
2018-08,South Western Sydney,0.2325281096519129,0.8626483039711971,0.9154004999243884,2.0180953775177324,19.375,0.0557749085066382,23.0,22.9
2018-09,South Western Sydney,0.2009111290161753,0.7806155750102804,0.8574395416941674,1.9833586879086824,17.875,0.0572617253445286,24.0,21.7
2018-10,South Western Sydney,0.2002829872951789,0.3262614714807356,0.718043921170584,2.225895137220928,16.6,0.0600622939472329,18.9,23.4
2018-11,South Western Sydney,0.1827329809083174,0.3482692497195949,0.6699984126194575,2.119712758957431,22.175,0.0576054124045148,22.2,22.2
2018-12,South Western Sydney,0.1966019153059629,0.2489589083538866,0.631183175732227,2.3313346135731017,21.8,0.0619130650893184,20.7,19.4
2019-01,South Western Sydney,0.1980368174696788,0.2392953226018639,0.7155312558167211,2.673347999100528,24.7,0.063614596589301,15.3,18.1
2019-02,South Western Sydney,0.1663003208029379,0.4630412653980459,0.7716474347335145,1.881875746745556,20.775,0.0553494381839747,32.9,32.6
2019-03,South Western Sydney,0.1490369819792306,0.4292184936219744,0.6574513266163934,1.8031786873658115,20.275,0.0581622746754286,27.1,29.2
2019-04,South Western Sydney,0.1845342336350995,0.7910790243312372,0.8443671567292588,1.4554851958414534,19.675,0.0573570080066927,27.7,30.7
2019-05,South Western Sydney,0.1997065881938723,1.3789416435709183,0.9633784796863945,1.4015742013119623,21.5,0.0588898217046588,36.3,38.0
2019-06,South Western Sydney,0.2050700732237872,1.0802755091131448,0.7965380129299154,1.3786574307041828,13.75,0.0546885071494118,32.3,30.2
2019-07,South Western Sydney,0.1989978246129201,1.122764225629571,0.8958061602890879,1.5490794163340933,15.625,0.0393266243826257,24.8,21.3
2019-08,South Western Sydney,0.1428187410843376,0.8539783461136867,0.8368769938195161,1.9505769648161373,18.1,0.0401078975961001,24.8,24.7
