date,sex,lhd,"rate per 100,000 population"
2014-11,Females,Nepean Blue Mountains,33.1
2014-12,Females,Nepean Blue Mountains,32.2
2015-01,Females,Nepean Blue Mountains,24.7
2015-02,Females,Nepean Blue Mountains,29.7
2015-03,Females,Nepean Blue Mountains,36.0
2015-04,Females,Nepean Blue Mountains,37.8
2015-05,Females,Nepean Blue Mountains,40.4
2015-06,Females,Nepean Blue Mountains,48.1
2015-07,Females,Nepean Blue Mountains,38.8
2015-08,Females,Nepean Blue Mountains,44.0
2015-09,Females,Nepean Blue Mountains,25.7
2015-10,Females,Nepean Blue Mountains,37.2
2015-11,Females,Nepean Blue Mountains,25.9
2015-12,Females,Nepean Blue Mountains,19.0
2016-01,Females,Nepean Blue Mountains,26.3
2016-02,Females,Nepean Blue Mountains,44.7
2016-03,Females,Nepean Blue Mountains,33.8
2016-04,Females,Nepean Blue Mountains,31.6
2016-05,Females,Nepean Blue Mountains,45.8
2016-06,Females,Nepean Blue Mountains,26.3
2016-07,Females,Nepean Blue Mountains,38.0
2016-08,Females,Nepean Blue Mountains,40.2
2016-09,Females,Nepean Blue Mountains,36.5
2016-10,Females,Nepean Blue Mountains,25.8
2016-11,Females,Nepean Blue Mountains,30.4
2016-12,Females,Nepean Blue Mountains,28.3
2017-01,Females,Nepean Blue Mountains,23.7
2017-02,Females,Nepean Blue Mountains,23.4
2017-03,Females,Nepean Blue Mountains,39.8
2017-04,Females,Nepean Blue Mountains,48.8
2017-05,Females,Nepean Blue Mountains,58.1
2017-06,Females,Nepean Blue Mountains,45.6
2017-07,Females,Nepean Blue Mountains,47.9
2017-08,Females,Nepean Blue Mountains,36.1
2017-09,Females,Nepean Blue Mountains,31.8
2017-10,Females,Nepean Blue Mountains,37.0
2017-11,Females,Nepean Blue Mountains,31.9
2017-12,Females,Nepean Blue Mountains,27.2
2018-01,Females,Nepean Blue Mountains,21.3
2018-02,Females,Nepean Blue Mountains,25.0
2018-03,Females,Nepean Blue Mountains,43.7
2018-04,Females,Nepean Blue Mountains,24.1
2018-05,Females,Nepean Blue Mountains,34.4
2018-06,Females,Nepean Blue Mountains,35.9
2018-07,Females,Nepean Blue Mountains,30.7
2018-08,Females,Nepean Blue Mountains,36.7
2018-09,Females,Nepean Blue Mountains,33.8
2018-10,Females,Nepean Blue Mountains,26.4
2018-11,Females,Nepean Blue Mountains,31.8
2018-12,Females,Nepean Blue Mountains,24.6
2019-01,Females,Nepean Blue Mountains,23.0
2019-02,Females,Nepean Blue Mountains,33.5
2019-03,Females,Nepean Blue Mountains,37.7
2019-04,Females,Nepean Blue Mountains,35.7
2019-05,Females,Nepean Blue Mountains,47.6
2019-06,Females,Nepean Blue Mountains,43.6
2019-07,Females,Nepean Blue Mountains,36.6
2019-08,Females,Nepean Blue Mountains,30.9
2019-09,Females,Nepean Blue Mountains,33.9
2019-10,Females,Nepean Blue Mountains,21.7
2019-11,Females,Nepean Blue Mountains,37.1
2019-12,Females,Nepean Blue Mountains,47.7
2020-01,Females,Nepean Blue Mountains,24.4
2020-02,Females,Nepean Blue Mountains,25.1
2020-03,Females,Nepean Blue Mountains,40.5
2020-04,Females,Nepean Blue Mountains,16.6
2020-05,Females,Nepean Blue Mountains,12.6
2020-06,Females,Nepean Blue Mountains,38.9
2020-07,Females,Nepean Blue Mountains,16.6
2020-08,Females,Nepean Blue Mountains,19.1
2020-09,Females,Nepean Blue Mountains,18.3
2020-10,Females,Nepean Blue Mountains,23.0
2020-11,Females,Nepean Blue Mountains,20.2
2020-12,Females,Nepean Blue Mountains,18.8
2021-01,Females,Nepean Blue Mountains,9.7
2021-02,Females,Nepean Blue Mountains,22.5
2021-03,Females,Nepean Blue Mountains,32.4
2021-04,Females,Nepean Blue Mountains,24.9
2021-05,Females,Nepean Blue Mountains,32.1
2021-06,Females,Nepean Blue Mountains,30.8
2021-07,Females,Nepean Blue Mountains,24.8
2021-08,Females,Nepean Blue Mountains,14.2
2021-09,Females,Nepean Blue Mountains,10.2
2021-10,Females,Nepean Blue Mountains,12.2
2021-11,Females,Nepean Blue Mountains,10.6
2021-12,Females,Nepean Blue Mountains,12.9
2022-01,Females,Nepean Blue Mountains,20.3
2022-02,Females,Nepean Blue Mountains,15.2
2022-03,Females,Nepean Blue Mountains,36.2
2022-04,Females,Nepean Blue Mountains,36.3
2022-05,Females,Nepean Blue Mountains,48.0
2022-06,Females,Nepean Blue Mountains,31.9
2022-07,Females,Nepean Blue Mountains,22.7
2022-08,Females,Nepean Blue Mountains,30.9
2022-09,Females,Nepean Blue Mountains,31.9
2022-10,Females,Nepean Blue Mountains,25.4
2022-11,Females,Nepean Blue Mountains,19.4
2022-12,Females,Nepean Blue Mountains,18.6
2023-01,Females,Nepean Blue Mountains,15.0
2023-02,Females,Nepean Blue Mountains,20.1
2023-03,Females,Nepean Blue Mountains,16.3
2023-04,Females,Nepean Blue Mountains,29.0
2023-05,Females,Nepean Blue Mountains,33.0
2023-06,Females,Nepean Blue Mountains,30.0
2014-07,Females,Northern Sydney,18.2
2014-08,Females,Northern Sydney,21.3
2014-09,Females,Northern Sydney,18.0
2014-10,Females,Northern Sydney,14.9
2014-11,Females,Northern Sydney,11.7
2014-12,Females,Northern Sydney,14.8
2015-01,Females,Northern Sydney,10.7
2015-02,Females,Northern Sydney,19.5
2015-03,Females,Northern Sydney,29.6
2015-04,Females,Northern Sydney,23.6
2015-05,Females,Northern Sydney,23.2
2015-06,Females,Northern Sydney,15.4
2015-07,Females,Northern Sydney,15.7
2015-08,Females,Northern Sydney,18.3
2015-09,Females,Northern Sydney,14.1
2015-10,Females,Northern Sydney,15.8
2015-11,Females,Northern Sydney,15.1
2015-12,Females,Northern Sydney,16.4
2016-01,Females,Northern Sydney,13.5
2016-02,Females,Northern Sydney,20.9
2016-03,Females,Northern Sydney,20.1
2016-04,Females,Northern Sydney,14.0
2016-05,Females,Northern Sydney,25.9
2016-06,Females,Northern Sydney,21.0
2016-07,Females,Northern Sydney,17.5
2016-08,Females,Northern Sydney,19.1
2016-09,Females,Northern Sydney,17.1
2016-10,Females,Northern Sydney,14.4
2016-11,Females,Northern Sydney,13.7
2016-12,Females,Northern Sydney,17.0
2017-01,Females,Northern Sydney,13.6
2017-02,Females,Northern Sydney,14.4
2017-03,Females,Northern Sydney,17.5
2017-04,Females,Northern Sydney,21.6
2017-05,Females,Northern Sydney,30.8
2017-06,Females,Northern Sydney,18.3
2017-07,Females,Northern Sydney,19.2
2017-08,Females,Northern Sydney,18.6
2017-09,Females,Northern Sydney,15.3
2017-10,Females,Northern Sydney,12.8
2017-11,Females,Northern Sydney,20.2
2017-12,Females,Northern Sydney,15.1
2018-01,Females,Northern Sydney,12.2
2018-02,Females,Northern Sydney,16.4
2018-03,Females,Northern Sydney,17.4
2018-04,Females,Northern Sydney,12.1
2018-05,Females,Northern Sydney,20.9
2018-06,Females,Northern Sydney,15.0
2018-07,Females,Northern Sydney,12.1
2018-08,Females,Northern Sydney,11.5
2018-09,Females,Northern Sydney,14.3
2018-10,Females,Northern Sydney,14.2
2018-11,Females,Northern Sydney,14.6
2018-12,Females,Northern Sydney,11.0
2019-01,Females,Northern Sydney,11.7
2019-02,Females,Northern Sydney,20.9
2019-03,Females,Northern Sydney,18.5
2019-04,Females,Northern Sydney,20.0
2019-05,Females,Northern Sydney,21.6
2019-06,Females,Northern Sydney,24.4
2019-07,Females,Northern Sydney,14.5
2019-08,Females,Northern Sydney,14.7
2019-09,Females,Northern Sydney,14.1
2019-10,Females,Northern Sydney,14.7
2019-11,Females,Northern Sydney,20.2
2019-12,Females,Northern Sydney,24.9
2020-01,Females,Northern Sydney,12.9
2020-02,Females,Northern Sydney,15.7
2020-03,Females,Northern Sydney,18.8
2020-04,Females,Northern Sydney,6.0
2020-05,Females,Northern Sydney,5.4
2020-06,Females,Northern Sydney,7.4
2020-07,Females,Northern Sydney,10.8
2020-08,Females,Northern Sydney,11.0
2020-09,Females,Northern Sydney,7.7
2020-10,Females,Northern Sydney,8.2
2020-11,Females,Northern Sydney,10.4
2020-12,Females,Northern Sydney,9.2
2021-01,Females,Northern Sydney,7.1
2021-02,Females,Northern Sydney,13.1
2021-03,Females,Northern Sydney,7.7
2021-04,Females,Northern Sydney,14.2
2021-05,Females,Northern Sydney,15.7
2021-06,Females,Northern Sydney,15.0
2021-07,Females,Northern Sydney,7.2
2021-08,Females,Northern Sydney,7.7
2021-09,Females,Northern Sydney,4.6
2021-10,Females,Northern Sydney,6.4
2021-11,Females,Northern Sydney,5.6
2021-12,Females,Northern Sydney,7.2
2022-01,Females,Northern Sydney,6.2
2022-02,Females,Northern Sydney,7.4
2022-03,Females,Northern Sydney,13.2
2022-04,Females,Northern Sydney,16.1
2022-05,Females,Northern Sydney,24.2
2022-06,Females,Northern Sydney,12.8
2022-07,Females,Northern Sydney,12.5
2022-08,Females,Northern Sydney,17.4
2022-09,Females,Northern Sydney,16.9
2022-10,Females,Northern Sydney,11.4
2022-11,Females,Northern Sydney,12.0
2022-12,Females,Northern Sydney,11.8
2023-01,Females,Northern Sydney,9.0
2023-02,Females,Northern Sydney,12.6
2023-03,Females,Northern Sydney,9.1
2023-04,Females,Northern Sydney,9.8
2023-05,Females,Northern Sydney,15.9
2023-06,Females,Northern Sydney,8.7
2014-07,Females,Central Coast,29.8
2014-08,Females,Central Coast,34.3
2014-09,Females,Central Coast,28.4
2014-10,Females,Central Coast,28.0
2014-11,Females,Central Coast,28.0
2014-12,Females,Central Coast,18.0
2015-01,Females,Central Coast,19.0
2015-02,Females,Central Coast,37.6
2015-03,Females,Central Coast,41.5
2015-04,Females,Central Coast,39.0
2015-05,Females,Central Coast,42.7
2015-06,Females,Central Coast,26.8
2015-07,Females,Central Coast,37.5
2015-08,Females,Central Coast,39.6
2015-09,Females,Central Coast,42.5
2015-10,Females,Central Coast,21.3
2015-11,Females,Central Coast,27.0
2015-12,Females,Central Coast,39.5
2016-01,Females,Central Coast,25.7
2016-02,Females,Central Coast,30.6
2016-03,Females,Central Coast,29.0
2016-04,Females,Central Coast,33.4
2016-05,Females,Central Coast,39.2
2016-06,Females,Central Coast,39.9
2016-07,Females,Central Coast,25.2
2016-08,Females,Central Coast,48.6
2016-09,Females,Central Coast,35.5
2016-10,Females,Central Coast,34.3
2016-11,Females,Central Coast,19.3
2016-12,Females,Central Coast,27.9
2017-01,Females,Central Coast,19.4
2017-02,Females,Central Coast,28.3
2017-03,Females,Central Coast,30.6
2017-04,Females,Central Coast,45.9
2017-05,Females,Central Coast,62.1
2017-06,Females,Central Coast,34.3
2017-07,Females,Central Coast,29.7
2017-08,Females,Central Coast,39.9
2017-09,Females,Central Coast,35.1
2017-10,Females,Central Coast,24.7
2017-11,Females,Central Coast,33.5
2017-12,Females,Central Coast,34.6
2018-01,Females,Central Coast,21.6
2018-02,Females,Central Coast,28.5
2018-03,Females,Central Coast,34.0
2018-04,Females,Central Coast,25.6
2018-05,Females,Central Coast,41.0
2018-06,Females,Central Coast,38.1
2018-07,Females,Central Coast,39.5
2018-08,Females,Central Coast,31.9
2018-09,Females,Central Coast,27.5
2018-10,Females,Central Coast,30.3
2018-11,Females,Central Coast,30.3
2018-12,Females,Central Coast,26.7
2019-01,Females,Central Coast,23.7
2019-02,Females,Central Coast,35.7
2019-03,Females,Central Coast,31.0
2019-04,Females,Central Coast,34.1
2019-05,Females,Central Coast,39.8
2019-06,Females,Central Coast,53.2
2019-07,Females,Central Coast,36.6
2019-08,Females,Central Coast,39.6
2019-09,Females,Central Coast,31.1
2019-10,Females,Central Coast,24.1
2019-11,Females,Central Coast,45.1
2019-12,Females,Central Coast,43.5
2020-01,Females,Central Coast,21.0
2020-02,Females,Central Coast,29.2
2020-03,Females,Central Coast,45.7
2020-04,Females,Central Coast,24.8
2020-05,Females,Central Coast,18.9
2020-06,Females,Central Coast,34.4
2020-07,Females,Central Coast,23.7
2020-08,Females,Central Coast,32.3
2020-09,Females,Central Coast,20.4
2020-10,Females,Central Coast,18.4
2020-11,Females,Central Coast,27.4
2020-12,Females,Central Coast,24.8
2021-01,Females,Central Coast,22.8
2021-02,Females,Central Coast,17.8
2021-03,Females,Central Coast,26.0
2021-04,Females,Central Coast,28.2
2021-05,Females,Central Coast,26.6
2021-06,Females,Central Coast,40.2
2021-07,Females,Central Coast,23.1
2021-08,Females,Central Coast,15.4
2021-09,Females,Central Coast,11.1
2021-10,Females,Central Coast,14.1
2021-11,Females,Central Coast,20.4
2021-12,Females,Central Coast,13.2
2022-01,Females,Central Coast,18.5
2022-02,Females,Central Coast,13.2
2022-03,Females,Central Coast,28.3
2022-04,Females,Central Coast,37.8
2022-05,Females,Central Coast,46.4
2022-06,Females,Central Coast,45.8
2022-07,Females,Central Coast,35.7
2022-08,Females,Central Coast,39.4
2022-09,Females,Central Coast,31.8
2022-10,Females,Central Coast,27.3
2022-11,Females,Central Coast,24.0
2022-12,Females,Central Coast,22.6
2023-01,Females,Central Coast,18.3
2023-02,Females,Central Coast,22.8
2023-03,Females,Central Coast,25.3
2023-04,Females,Central Coast,26.1
2023-05,Females,Central Coast,42.0
2023-06,Females,Central Coast,33.3
2014-07,Females,Hunter New England,45.3
2014-08,Females,Hunter New England,49.4
2014-09,Females,Hunter New England,36.0
2014-10,Females,Hunter New England,34.4
2014-11,Females,Hunter New England,24.7
2014-12,Females,Hunter New England,24.8
2015-01,Females,Hunter New England,26.5
2015-02,Females,Hunter New England,34.4
2015-03,Females,Hunter New England,34.4
2015-04,Females,Hunter New England,35.5
2015-05,Females,Hunter New England,53.2
2015-06,Females,Hunter New England,56.3
2015-07,Females,Hunter New England,48.3
2015-08,Females,Hunter New England,54.2
2015-09,Females,Hunter New England,36.4
2015-10,Females,Hunter New England,33.8
2015-11,Females,Hunter New England,33.7
2015-12,Females,Hunter New England,41.0
2016-01,Females,Hunter New England,31.1
2016-02,Females,Hunter New England,35.0
2016-03,Females,Hunter New England,34.3
2016-04,Females,Hunter New England,36.6
2016-05,Females,Hunter New England,41.6
2016-06,Females,Hunter New England,48.9
2016-07,Females,Hunter New England,42.8
2016-08,Females,Hunter New England,51.7
2016-09,Females,Hunter New England,37.0
2016-10,Females,Hunter New England,42.1
2016-11,Females,Hunter New England,42.9
2016-12,Females,Hunter New England,33.5
2017-01,Females,Hunter New England,26.4
2017-02,Females,Hunter New England,32.4
2017-03,Females,Hunter New England,34.3
2017-04,Females,Hunter New England,52.5
2017-05,Females,Hunter New England,61.6
2017-06,Females,Hunter New England,47.5
2017-07,Females,Hunter New England,49.6
2017-08,Females,Hunter New England,40.1
2017-09,Females,Hunter New England,36.4
2017-10,Females,Hunter New England,29.6
2017-11,Females,Hunter New England,26.1
2017-12,Females,Hunter New England,32.5
2018-01,Females,Hunter New England,26.3
2018-02,Females,Hunter New England,34.1
2018-03,Females,Hunter New England,36.6
2018-04,Females,Hunter New England,31.3
2018-05,Females,Hunter New England,46.0
2018-06,Females,Hunter New England,41.7
2018-07,Females,Hunter New England,40.1
2018-08,Females,Hunter New England,35.7
2018-09,Females,Hunter New England,38.1
2018-10,Females,Hunter New England,34.2
2018-11,Females,Hunter New England,41.8
2018-12,Females,Hunter New England,34.0
2019-01,Females,Hunter New England,18.8
2019-02,Females,Hunter New England,34.7
2019-03,Females,Hunter New England,40.9
2019-04,Females,Hunter New England,41.3
2019-05,Females,Hunter New England,53.0
2019-06,Females,Hunter New England,53.1
2019-07,Females,Hunter New England,42.1
2019-08,Females,Hunter New England,43.8
2019-09,Females,Hunter New England,47.2
2019-10,Females,Hunter New England,40.6
2019-11,Females,Hunter New England,51.3
2019-12,Females,Hunter New England,45.1
2020-01,Females,Hunter New England,30.0
2020-02,Females,Hunter New England,31.4
2020-03,Females,Hunter New England,50.2
2020-04,Females,Hunter New England,23.3
2020-05,Females,Hunter New England,18.6
2020-06,Females,Hunter New England,46.3
2020-07,Females,Hunter New England,33.7
2020-08,Females,Hunter New England,31.6
2020-09,Females,Hunter New England,20.0
2020-10,Females,Hunter New England,28.4
2020-11,Females,Hunter New England,29.5
2020-12,Females,Hunter New England,26.5
2021-01,Females,Hunter New England,21.0
2021-02,Females,Hunter New England,29.1
2021-03,Females,Hunter New England,42.9
2021-04,Females,Hunter New England,44.7
2021-05,Females,Hunter New England,53.1
2021-06,Females,Hunter New England,39.7
2021-07,Females,Hunter New England,35.7
2021-08,Females,Hunter New England,26.6
2021-09,Females,Hunter New England,18.5
2021-10,Females,Hunter New England,27.7
2021-11,Females,Hunter New England,24.7
2021-12,Females,Hunter New England,23.5
2022-01,Females,Hunter New England,19.6
2022-02,Females,Hunter New England,18.5
2022-03,Females,Hunter New England,41.5
2022-04,Females,Hunter New England,42.3
2022-05,Females,Hunter New England,58.3
2022-06,Females,Hunter New England,61.2
2022-07,Females,Hunter New England,35.5
2022-08,Females,Hunter New England,48.4
2022-09,Females,Hunter New England,40.7
2022-10,Females,Hunter New England,44.5
2022-11,Females,Hunter New England,30.2
2022-12,Females,Hunter New England,21.6
2023-01,Females,Hunter New England,23.2
2023-02,Females,Hunter New England,28.7
2023-03,Females,Hunter New England,28.5
2023-04,Females,Hunter New England,30.2
2023-05,Females,Hunter New England,39.9
2023-06,Females,Hunter New England,38.7
2014-07,Females,Northern NSW,58.5
2014-08,Females,Northern NSW,68.7
2014-09,Females,Northern NSW,57.9
2014-10,Females,Northern NSW,41.3
2014-11,Females,Northern NSW,50.8
2014-12,Females,Northern NSW,52.5
2015-01,Females,Northern NSW,44.9
2015-02,Females,Northern NSW,54.6
2015-03,Females,Northern NSW,51.8
2015-04,Females,Northern NSW,53.5
2015-05,Females,Northern NSW,58.4
2015-06,Females,Northern NSW,70.0
2015-07,Females,Northern NSW,62.7
2015-08,Females,Northern NSW,83.4
2015-09,Females,Northern NSW,71.1
2015-10,Females,Northern NSW,65.5
2015-11,Females,Northern NSW,58.7
2015-12,Females,Northern NSW,53.3
2016-01,Females,Northern NSW,33.3
2016-02,Females,Northern NSW,41.9
2016-03,Females,Northern NSW,46.5
2016-04,Females,Northern NSW,37.7
2016-05,Females,Northern NSW,66.3
2016-06,Females,Northern NSW,48.8
2016-07,Females,Northern NSW,52.8
2016-08,Females,Northern NSW,76.1
2016-09,Females,Northern NSW,57.6
2016-10,Females,Northern NSW,48.0
2016-11,Females,Northern NSW,43.5
2016-12,Females,Northern NSW,35.0
2017-01,Females,Northern NSW,27.4
2017-02,Females,Northern NSW,39.8
2017-03,Females,Northern NSW,50.8
2017-04,Females,Northern NSW,52.7
2017-05,Females,Northern NSW,68.4
2017-06,Females,Northern NSW,67.3
2017-07,Females,Northern NSW,69.3
2017-08,Females,Northern NSW,69.5
2017-09,Females,Northern NSW,62.6
2017-10,Females,Northern NSW,52.4
2017-11,Females,Northern NSW,56.3
2017-12,Females,Northern NSW,60.7
2018-01,Females,Northern NSW,28.9
2018-02,Females,Northern NSW,39.0
2018-03,Females,Northern NSW,55.0
2018-04,Females,Northern NSW,53.0
2018-05,Females,Northern NSW,57.6
2018-06,Females,Northern NSW,59.5
2018-07,Females,Northern NSW,52.9
2018-08,Females,Northern NSW,60.1
2018-09,Females,Northern NSW,49.6
2018-10,Females,Northern NSW,53.3
2018-11,Females,Northern NSW,49.4
2018-12,Females,Northern NSW,38.2
2019-01,Females,Northern NSW,33.4
2019-02,Females,Northern NSW,34.9
2019-03,Females,Northern NSW,37.7
2019-04,Females,Northern NSW,53.8
2019-05,Females,Northern NSW,66.3
2019-06,Females,Northern NSW,53.1
2019-07,Females,Northern NSW,55.8
2019-08,Females,Northern NSW,73.7
2019-09,Females,Northern NSW,53.8
2019-10,Females,Northern NSW,40.6
2019-11,Females,Northern NSW,65.6
2019-12,Females,Northern NSW,46.2
2020-01,Females,Northern NSW,34.1
2020-02,Females,Northern NSW,31.1
2020-03,Females,Northern NSW,57.6
2020-04,Females,Northern NSW,28.9
2020-05,Females,Northern NSW,21.3
2020-06,Females,Northern NSW,49.7
2020-07,Females,Northern NSW,42.7
2020-08,Females,Northern NSW,46.0
2020-09,Females,Northern NSW,24.9
2020-10,Females,Northern NSW,35.3
2020-11,Females,Northern NSW,25.1
2020-12,Females,Northern NSW,28.4
2021-01,Females,Northern NSW,30.6
2021-02,Females,Northern NSW,32.6
2021-03,Females,Northern NSW,50.8
2021-04,Females,Northern NSW,55.7
2021-05,Females,Northern NSW,56.9
2021-06,Females,Northern NSW,52.4
2021-07,Females,Northern NSW,40.7
2021-08,Females,Northern NSW,37.7
2021-09,Females,Northern NSW,23.8
2021-10,Females,Northern NSW,40.9
2021-11,Females,Northern NSW,26.4
2021-12,Females,Northern NSW,37.7
2022-01,Females,Northern NSW,33.6
2022-02,Females,Northern NSW,13.9
2022-03,Females,Northern NSW,46.4
2022-04,Females,Northern NSW,54.1
2022-05,Females,Northern NSW,78.6
2022-06,Females,Northern NSW,87.1
2022-07,Females,Northern NSW,76.5
2022-08,Females,Northern NSW,69.3
2022-09,Females,Northern NSW,53.0
2022-10,Females,Northern NSW,49.8
2022-11,Females,Northern NSW,45.1
2022-12,Females,Northern NSW,32.3
2023-01,Females,Northern NSW,20.2
2023-02,Females,Northern NSW,22.4
2023-03,Females,Northern NSW,29.3
2023-04,Females,Northern NSW,34.3
2023-05,Females,Northern NSW,60.5
2023-06,Females,Northern NSW,59.6
2014-07,Females,Mid North Coast,58.4
2014-08,Females,Mid North Coast,40.9
2014-09,Females,Mid North Coast,33.1
2014-10,Females,Mid North Coast,34.5
2014-11,Females,Mid North Coast,38.8
2014-12,Females,Mid North Coast,30.0
2015-01,Females,Mid North Coast,27.5
2015-02,Females,Mid North Coast,40.2
2015-03,Females,Mid North Coast,42.0
2015-04,Females,Mid North Coast,40.7
2015-05,Females,Mid North Coast,52.7
2015-06,Females,Mid North Coast,56.0
2015-07,Females,Mid North Coast,56.0
2015-08,Females,Mid North Coast,53.9
2015-09,Females,Mid North Coast,49.7
2015-10,Females,Mid North Coast,37.5
2015-11,Females,Mid North Coast,41.4
2015-12,Females,Mid North Coast,36.8
2016-01,Females,Mid North Coast,16.0
2016-02,Females,Mid North Coast,30.6
2016-03,Females,Mid North Coast,31.0
2016-04,Females,Mid North Coast,38.1
2016-05,Females,Mid North Coast,53.1
2016-06,Females,Mid North Coast,42.6
2016-07,Females,Mid North Coast,33.1
2016-08,Females,Mid North Coast,43.9
2016-09,Females,Mid North Coast,48.4
2016-10,Females,Mid North Coast,38.3
2016-11,Females,Mid North Coast,41.7
2016-12,Females,Mid North Coast,20.8
2017-01,Females,Mid North Coast,17.0
2017-02,Females,Mid North Coast,28.7
2017-03,Females,Mid North Coast,34.5
2017-04,Females,Mid North Coast,42.1
2017-05,Females,Mid North Coast,58.3
2017-06,Females,Mid North Coast,54.5
2017-07,Females,Mid North Coast,51.7
2017-08,Females,Mid North Coast,49.7
2017-09,Females,Mid North Coast,36.0
2017-10,Females,Mid North Coast,38.2
2017-11,Females,Mid North Coast,43.0
2017-12,Females,Mid North Coast,29.4
2018-01,Females,Mid North Coast,15.7
2018-02,Females,Mid North Coast,24.3
2018-03,Females,Mid North Coast,25.2
2018-04,Females,Mid North Coast,26.6
2018-05,Females,Mid North Coast,35.0
2018-06,Females,Mid North Coast,46.8
2018-07,Females,Mid North Coast,42.7
2018-08,Females,Mid North Coast,46.2
2018-09,Females,Mid North Coast,36.9
2018-10,Females,Mid North Coast,40.2
2018-11,Females,Mid North Coast,47.2
2018-12,Females,Mid North Coast,37.1
2019-01,Females,Mid North Coast,19.2
2019-02,Females,Mid North Coast,25.5
2019-03,Females,Mid North Coast,40.5
2019-04,Females,Mid North Coast,35.1
2019-05,Females,Mid North Coast,61.5
2019-06,Females,Mid North Coast,44.4
2019-07,Females,Mid North Coast,47.3
2019-08,Females,Mid North Coast,51.1
2019-09,Females,Mid North Coast,50.0
2019-10,Females,Mid North Coast,32.0
2019-11,Females,Mid North Coast,78.5
2019-12,Females,Mid North Coast,28.3
2020-01,Females,Mid North Coast,29.6
2020-02,Females,Mid North Coast,26.2
2020-03,Females,Mid North Coast,59.5
2020-04,Females,Mid North Coast,28.9
2020-05,Females,Mid North Coast,22.5
2020-06,Females,Mid North Coast,39.8
2020-07,Females,Mid North Coast,38.6
2020-08,Females,Mid North Coast,36.9
2020-09,Females,Mid North Coast,15.4
2020-10,Females,Mid North Coast,17.1
2020-11,Females,Mid North Coast,16.6
2020-12,Females,Mid North Coast,20.4
2021-01,Females,Mid North Coast,19.1
2021-02,Females,Mid North Coast,20.2
2021-03,Females,Mid North Coast,27.1
2021-04,Females,Mid North Coast,45.7
2021-05,Females,Mid North Coast,45.7
2021-06,Females,Mid North Coast,58.1
2021-07,Females,Mid North Coast,38.8
2021-08,Females,Mid North Coast,27.3
2021-09,Females,Mid North Coast,22.1
2021-10,Females,Mid North Coast,26.2
2021-11,Females,Mid North Coast,22.2
2021-12,Females,Mid North Coast,26.8
2022-01,Females,Mid North Coast,26.6
2022-02,Females,Mid North Coast,14.4
2022-03,Females,Mid North Coast,32.1
2022-04,Females,Mid North Coast,31.6
2022-05,Females,Mid North Coast,50.0
2022-06,Females,Mid North Coast,68.1
2022-07,Females,Mid North Coast,52.5
2022-08,Females,Mid North Coast,49.0
2022-09,Females,Mid North Coast,48.8
2022-10,Females,Mid North Coast,46.5
2022-11,Females,Mid North Coast,39.5
2022-12,Females,Mid North Coast,29.3
2023-01,Females,Mid North Coast,19.8
2023-02,Females,Mid North Coast,20.8
2023-03,Females,Mid North Coast,25.9
2023-04,Females,Mid North Coast,41.1
2023-05,Females,Mid North Coast,33.7
2023-06,Females,Mid North Coast,40.7
2014-07,Females,Southern NSW,36.2
2014-08,Females,Southern NSW,55.6
2014-09,Females,Southern NSW,34.6
2014-10,Females,Southern NSW,29.5
2014-11,Females,Southern NSW,43.3
2014-12,Females,Southern NSW,20.1
2015-01,Females,Southern NSW,12.5
2015-02,Females,Southern NSW,38.6
2015-03,Females,Southern NSW,29.7
2015-04,Females,Southern NSW,39.1
2015-05,Females,Southern NSW,41.2
2015-06,Females,Southern NSW,47.7
2015-07,Females,Southern NSW,42.8
2015-08,Females,Southern NSW,57.6
2015-09,Females,Southern NSW,40.0
2015-10,Females,Southern NSW,34.5
2015-11,Females,Southern NSW,30.3
2015-12,Females,Southern NSW,27.9
2016-01,Females,Southern NSW,26.1
2016-02,Females,Southern NSW,35.7
2016-03,Females,Southern NSW,41.1
2016-04,Females,Southern NSW,40.9
2016-05,Females,Southern NSW,48.8
2016-06,Females,Southern NSW,39.2
2016-07,Females,Southern NSW,47.6
2016-08,Females,Southern NSW,55.8
2016-09,Females,Southern NSW,29.8
2016-10,Females,Southern NSW,23.2
2016-11,Females,Southern NSW,34.5
2016-12,Females,Southern NSW,35.6
2017-01,Females,Southern NSW,34.3
2017-02,Females,Southern NSW,32.2
2017-03,Females,Southern NSW,29.7
2017-04,Females,Southern NSW,47.6
2017-05,Females,Southern NSW,52.5
2017-06,Females,Southern NSW,53.2
2017-07,Females,Southern NSW,42.2
2017-08,Females,Southern NSW,49.3
2017-09,Females,Southern NSW,33.5
2017-10,Females,Southern NSW,35.0
2017-11,Females,Southern NSW,31.8
2017-12,Females,Southern NSW,31.7
2018-01,Females,Southern NSW,28.8
2018-02,Females,Southern NSW,33.4
2018-03,Females,Southern NSW,54.2
2018-04,Females,Southern NSW,33.0
2018-05,Females,Southern NSW,28.2
2018-06,Females,Southern NSW,43.0
2018-07,Females,Southern NSW,54.0
2018-08,Females,Southern NSW,40.0
2018-09,Females,Southern NSW,41.7
2018-10,Females,Southern NSW,32.2
2018-11,Females,Southern NSW,42.3
2018-12,Females,Southern NSW,48.8
2019-01,Females,Southern NSW,31.9
2019-02,Females,Southern NSW,41.5
2019-03,Females,Southern NSW,56.2
2019-04,Females,Southern NSW,56.6
