date,sex,lhd,"rate per 100,000 population"
2020-05,Males,Murrumbidgee,13.3
2020-06,Males,Murrumbidgee,35.7
2020-07,Males,Murrumbidgee,30.4
2020-08,Males,Murrumbidgee,20.3
2020-09,Males,Murrumbidgee,24.6
2020-10,Males,Murrumbidgee,82.8
2020-11,Males,Murrumbidgee,51.1
2020-12,Males,Murrumbidgee,42.7
2021-01,Males,Murrumbidgee,19.5
2021-02,Males,Murrumbidgee,27.8
2021-03,Males,Murrumbidgee,40.3
2021-04,Males,Murrumbidgee,40.5
2021-05,Males,Murrumbidgee,36.4
2021-06,Males,Murrumbidgee,42.8
2021-07,Males,Murrumbidgee,25.8
2021-08,Males,Murrumbidgee,36.1
2021-09,Males,Murrumbidgee,19.2
2021-10,Males,Murrumbidgee,48.6
2021-11,Males,Murrumbidgee,51.4
2021-12,Males,Murrumbidgee,51.1
2022-01,Males,Murrumbidgee,20.0
2022-02,Males,Murrumbidgee,24.0
2022-03,Males,Murrumbidgee,32.8
2022-04,Males,Murrumbidgee,43.7
2022-05,Males,Murrumbidgee,75.3
2022-06,Males,Murrumbidgee,37.8
2022-07,Males,Murrumbidgee,48.6
2022-08,Males,Murrumbidgee,65.3
2022-09,Males,Murrumbidgee,69.1
2022-10,Males,Murrumbidgee,83.1
2022-11,Males,Murrumbidgee,93.6
2022-12,Males,Murrumbidgee,43.3
2023-01,Males,Murrumbidgee,42.3
2023-02,Males,Murrumbidgee,38.8
2023-03,Males,Murrumbidgee,34.9
2023-04,Males,Murrumbidgee,46.1
2023-05,Males,Murrumbidgee,43.7
2023-06,Males,Murrumbidgee,43.2
2014-07,Males,Western NSW,28.2
2014-08,Males,Western NSW,33.3
2014-09,Males,Western NSW,29.1
2014-10,Males,Western NSW,36.4
2014-11,Males,Western NSW,43.4
2014-12,Males,Western NSW,21.3
2015-01,Males,Western NSW,18.4
2015-02,Males,Western NSW,30.8
2015-03,Males,Western NSW,29.3
2015-04,Males,Western NSW,22.8
2015-05,Males,Western NSW,48.6
2015-06,Males,Western NSW,35.1
2015-07,Males,Western NSW,44.8
2015-08,Males,Western NSW,45.1
2015-09,Males,Western NSW,38.3
2015-10,Males,Western NSW,66.9
2015-11,Males,Western NSW,58.2
2015-12,Males,Western NSW,36.1
2016-01,Males,Western NSW,28.2
2016-02,Males,Western NSW,55.5
2016-03,Males,Western NSW,44.4
2016-04,Males,Western NSW,45.1
2016-05,Males,Western NSW,59.9
2016-06,Males,Western NSW,39.5
2016-07,Males,Western NSW,40.2
2016-08,Males,Western NSW,54.1
2016-09,Males,Western NSW,41.5
2016-10,Males,Western NSW,88.7
2016-11,Males,Western NSW,90.3
2016-12,Males,Western NSW,42.8
2017-01,Males,Western NSW,25.5
2017-02,Males,Western NSW,40.0
2017-03,Males,Western NSW,48.5
2017-04,Males,Western NSW,43.9
2017-05,Males,Western NSW,71.5
2017-06,Males,Western NSW,59.3
2017-07,Males,Western NSW,51.0
2017-08,Males,Western NSW,54.8
2017-09,Males,Western NSW,51.9
2017-10,Males,Western NSW,40.1
2017-11,Males,Western NSW,47.9
2017-12,Males,Western NSW,34.9
2018-01,Males,Western NSW,17.2
2018-02,Males,Western NSW,33.0
2018-03,Males,Western NSW,38.4
2018-04,Males,Western NSW,37.9
2018-05,Males,Western NSW,47.3
2018-06,Males,Western NSW,42.4
2018-07,Males,Western NSW,41.3
2018-08,Males,Western NSW,46.0
2018-09,Males,Western NSW,42.7
2018-10,Males,Western NSW,37.8
2018-11,Males,Western NSW,46.4
2018-12,Males,Western NSW,28.4
2019-01,Males,Western NSW,22.7
2019-02,Males,Western NSW,38.0
2019-03,Males,Western NSW,48.2
2019-04,Males,Western NSW,38.3
2019-05,Males,Western NSW,52.8
2019-06,Males,Western NSW,51.4
2019-07,Males,Western NSW,51.3
2019-08,Males,Western NSW,52.0
2019-09,Males,Western NSW,45.8
2019-10,Males,Western NSW,25.5
2019-11,Males,Western NSW,44.3
2019-12,Males,Western NSW,59.4
2020-01,Males,Western NSW,22.4
2020-02,Males,Western NSW,36.4
2020-03,Males,Western NSW,43.1
2020-04,Males,Western NSW,14.4
2020-05,Males,Western NSW,18.2
2020-06,Males,Western NSW,30.4
2020-07,Males,Western NSW,26.4
2020-08,Males,Western NSW,29.3
2020-09,Males,Western NSW,29.0
2020-10,Males,Western NSW,60.7
2020-11,Males,Western NSW,86.5
2020-12,Males,Western NSW,34.3
2021-01,Males,Western NSW,20.9
2021-02,Males,Western NSW,27.3
2021-03,Males,Western NSW,48.6
2021-04,Males,Western NSW,42.5
2021-05,Males,Western NSW,72.8
2021-06,Males,Western NSW,43.0
2021-07,Males,Western NSW,35.9
2021-08,Males,Western NSW,27.3
2021-09,Males,Western NSW,15.8
2021-10,Males,Western NSW,41.3
2021-11,Males,Western NSW,60.0
2021-12,Males,Western NSW,46.2
2022-01,Males,Western NSW,19.7
2022-02,Males,Western NSW,16.9
2022-03,Males,Western NSW,48.7
2022-04,Males,Western NSW,47.6
2022-05,Males,Western NSW,74.9
2022-06,Males,Western NSW,68.3
2022-07,Males,Western NSW,47.6
2022-08,Males,Western NSW,45.9
2022-09,Males,Western NSW,75.2
2022-10,Males,Western NSW,71.7
2022-11,Males,Western NSW,72.0
2022-12,Males,Western NSW,41.0
2023-01,Males,Western NSW,23.7
2023-02,Males,Western NSW,27.1
2023-03,Males,Western NSW,51.0
2023-04,Males,Western NSW,32.4
2023-05,Males,Western NSW,50.0
2023-06,Males,Western NSW,38.1
2014-07,Females,Sydney,25.9
2014-08,Females,Sydney,22.0
2014-09,Females,Sydney,20.5
2014-10,Females,Sydney,21.1
2014-11,Females,Sydney,21.7
2014-12,Females,Sydney,18.0
2015-01,Females,Sydney,10.9
2015-02,Females,Sydney,26.4
2015-03,Females,Sydney,25.6
2015-04,Females,Sydney,17.6
2015-05,Females,Sydney,25.2
2015-06,Females,Sydney,26.7
2015-07,Females,Sydney,30.5
2015-08,Females,Sydney,22.1
2015-09,Females,Sydney,18.3
2015-10,Females,Sydney,19.6
2015-11,Females,Sydney,17.2
2015-12,Females,Sydney,14.3
2016-01,Females,Sydney,15.0
2016-02,Females,Sydney,19.3
2016-03,Females,Sydney,20.1
2016-04,Females,Sydney,21.9
2016-05,Females,Sydney,28.3
2016-06,Females,Sydney,23.3
2016-07,Females,Sydney,23.6
2016-08,Females,Sydney,23.6
2016-09,Females,Sydney,21.2
2016-10,Females,Sydney,17.6
2016-11,Females,Sydney,11.4
2016-12,Females,Sydney,15.2
2017-01,Females,Sydney,12.2
2017-02,Females,Sydney,22.0
2017-03,Females,Sydney,27.3
2017-04,Females,Sydney,25.3
2017-05,Females,Sydney,30.8
2017-06,Females,Sydney,24.5
2017-07,Females,Sydney,18.9
2017-08,Females,Sydney,17.0
2017-09,Females,Sydney,15.7
2017-10,Females,Sydney,10.6
2017-11,Females,Sydney,16.3
2017-12,Females,Sydney,12.1
2018-01,Females,Sydney,13.1
2018-02,Females,Sydney,18.7
2018-03,Females,Sydney,14.3
2018-04,Females,Sydney,20.2
2018-05,Females,Sydney,32.0
2018-06,Females,Sydney,19.5
2018-07,Females,Sydney,15.1
2018-08,Females,Sydney,16.0
2018-09,Females,Sydney,14.1
2018-10,Females,Sydney,24.7
2018-11,Females,Sydney,17.1
2018-12,Females,Sydney,16.6
2019-01,Females,Sydney,15.5
2019-02,Females,Sydney,22.0
2019-03,Females,Sydney,18.1
2019-04,Females,Sydney,20.5
2019-05,Females,Sydney,28.2
2019-06,Females,Sydney,24.8
2019-07,Females,Sydney,17.2
2019-08,Females,Sydney,17.2
2019-09,Females,Sydney,14.6
2019-10,Females,Sydney,15.0
2019-11,Females,Sydney,24.5
2019-12,Females,Sydney,22.3
2020-01,Females,Sydney,13.3
2020-02,Females,Sydney,16.4
2020-03,Females,Sydney,23.7
2020-04,Females,Sydney,9.5
2020-05,Females,Sydney,8.1
2020-06,Females,Sydney,17.6
2020-07,Females,Sydney,14.9
2020-08,Females,Sydney,17.0
2020-09,Females,Sydney,13.3
2020-10,Females,Sydney,10.9
2020-11,Females,Sydney,16.5
2020-12,Females,Sydney,10.0
2021-01,Females,Sydney,8.0
2021-02,Females,Sydney,15.7
2021-03,Females,Sydney,19.5
2021-04,Females,Sydney,14.4
2021-05,Females,Sydney,26.0
2021-06,Females,Sydney,19.2
2021-07,Females,Sydney,8.9
2021-08,Females,Sydney,5.9
2021-09,Females,Sydney,8.3
2021-10,Females,Sydney,7.2
2021-11,Females,Sydney,9.7
2021-12,Females,Sydney,8.8
2022-01,Females,Sydney,7.0
2022-02,Females,Sydney,8.1
2022-03,Females,Sydney,19.2
2022-04,Females,Sydney,23.1
2022-05,Females,Sydney,28.9
2022-06,Females,Sydney,20.9
2022-07,Females,Sydney,14.6
2022-08,Females,Sydney,21.3
2022-09,Females,Sydney,18.9
2022-10,Females,Sydney,16.5
2022-11,Females,Sydney,17.2
2022-12,Females,Sydney,13.6
2023-01,Females,Sydney,9.6
2023-02,Females,Sydney,18.1
2023-03,Females,Sydney,14.9
2023-04,Females,Sydney,19.4
2023-05,Females,Sydney,25.1
2023-06,Females,Sydney,16.9
2014-07,Females,South Western Sydney,28.1
2014-08,Females,South Western Sydney,32.2
2014-09,Females,South Western Sydney,23.7
2014-10,Females,South Western Sydney,24.0
2014-11,Females,South Western Sydney,19.9
2014-12,Females,South Western Sydney,23.8
2015-01,Females,South Western Sydney,17.6
2015-02,Females,South Western Sydney,28.6
2015-03,Females,South Western Sydney,32.6
2015-04,Females,South Western Sydney,29.4
2015-05,Females,South Western Sydney,44.9
2015-06,Females,South Western Sydney,34.9
2015-07,Females,South Western Sydney,29.7
2015-08,Females,South Western Sydney,31.3
2015-09,Females,South Western Sydney,29.7
2015-10,Females,South Western Sydney,22.5
2015-11,Females,South Western Sydney,23.4
2015-12,Females,South Western Sydney,20.8
2016-01,Females,South Western Sydney,19.2
2016-02,Females,South Western Sydney,32.1
2016-03,Females,South Western Sydney,35.9
2016-04,Females,South Western Sydney,23.4
2016-05,Females,South Western Sydney,32.0
2016-06,Females,South Western Sydney,33.0
2016-07,Females,South Western Sydney,24.5
2016-08,Females,South Western Sydney,27.8
2016-09,Females,South Western Sydney,28.6
2016-10,Females,South Western Sydney,22.4
2016-11,Females,South Western Sydney,23.3
2016-12,Females,South Western Sydney,23.8
2017-01,Females,South Western Sydney,16.5
2017-02,Females,South Western Sydney,28.3
2017-03,Females,South Western Sydney,28.1
2017-04,Females,South Western Sydney,31.8
2017-05,Females,South Western Sydney,37.5
2017-06,Females,South Western Sydney,36.9
2017-07,Females,South Western Sydney,28.2
2017-08,Females,South Western Sydney,25.0
2017-09,Females,South Western Sydney,23.6
2017-10,Females,South Western Sydney,21.2
2017-11,Females,South Western Sydney,19.4
2017-12,Females,South Western Sydney,15.2
2018-01,Females,South Western Sydney,16.5
2018-02,Females,South Western Sydney,23.3
2018-03,Females,South Western Sydney,28.5
2018-04,Females,South Western Sydney,24.3
2018-05,Females,South Western Sydney,37.2
2018-06,Females,South Western Sydney,28.5
2018-07,Females,South Western Sydney,24.5
2018-08,Females,South Western Sydney,23.0
2018-09,Females,South Western Sydney,24.0
2018-10,Females,South Western Sydney,18.9
2018-11,Females,South Western Sydney,22.2
2018-12,Females,South Western Sydney,20.7
2019-01,Females,South Western Sydney,15.3
2019-02,Females,South Western Sydney,32.9
2019-03,Females,South Western Sydney,27.1
2019-04,Females,South Western Sydney,27.7
2019-05,Females,South Western Sydney,36.3
2019-06,Females,South Western Sydney,32.3
2019-07,Females,South Western Sydney,24.8
2019-08,Females,South Western Sydney,24.8
2019-09,Females,South Western Sydney,24.8
2019-10,Females,South Western Sydney,19.2
2019-11,Females,South Western Sydney,26.6
2019-12,Females,South Western Sydney,31.1
2020-01,Females,South Western Sydney,23.1
2020-02,Females,South Western Sydney,22.3
2020-03,Females,South Western Sydney,28.3
2020-04,Females,South Western Sydney,13.6
2020-05,Females,South Western Sydney,9.3
2020-06,Females,South Western Sydney,19.7
2020-07,Females,South Western Sydney,15.8
2020-08,Females,South Western Sydney,17.8
2020-09,Females,South Western Sydney,13.6
2020-10,Females,South Western Sydney,17.3
2020-11,Females,South Western Sydney,14.1
2020-12,Females,South Western Sydney,13.6
2021-01,Females,South Western Sydney,11.3
2021-02,Females,South Western Sydney,16.7
2021-03,Females,South Western Sydney,23.0
2021-04,Females,South Western Sydney,22.0
2021-05,Females,South Western Sydney,31.0
2021-06,Females,South Western Sydney,23.8
2021-07,Females,South Western Sydney,14.8
2021-08,Females,South Western Sydney,8.8
2021-09,Females,South Western Sydney,6.8
2021-10,Females,South Western Sydney,5.9
2021-11,Females,South Western Sydney,16.0
2021-12,Females,South Western Sydney,10.8
2022-01,Females,South Western Sydney,9.6
2022-02,Females,South Western Sydney,18.6
2022-03,Females,South Western Sydney,30.6
2022-04,Females,South Western Sydney,30.1
2022-05,Females,South Western Sydney,39.5
2022-06,Females,South Western Sydney,26.9
2022-07,Females,South Western Sydney,27.1
2022-08,Females,South Western Sydney,25.0
2022-09,Females,South Western Sydney,21.2
2022-10,Females,South Western Sydney,19.6
2022-11,Females,South Western Sydney,17.2
2022-12,Females,South Western Sydney,14.1
2023-01,Females,South Western Sydney,11.7
2023-02,Females,South Western Sydney,21.0
2023-03,Females,South Western Sydney,22.0
2023-04,Females,South Western Sydney,26.5
2023-05,Females,South Western Sydney,25.5
2023-06,Females,South Western Sydney,18.9
2014-07,Females,South Eastern Sydney,24.7
2014-08,Females,South Eastern Sydney,27.6
2014-09,Females,South Eastern Sydney,22.6
2014-10,Females,South Eastern Sydney,15.9
2014-11,Females,South Eastern Sydney,21.1
2014-12,Females,South Eastern Sydney,24.0
2015-01,Females,South Eastern Sydney,12.2
2015-02,Females,South Eastern Sydney,20.3
2015-03,Females,South Eastern Sydney,26.2
2015-04,Females,South Eastern Sydney,24.5
2015-05,Females,South Eastern Sydney,28.8
2015-06,Females,South Eastern Sydney,31.0
2015-07,Females,South Eastern Sydney,26.7
2015-08,Females,South Eastern Sydney,24.4
2015-09,Females,South Eastern Sydney,15.8
2015-10,Females,South Eastern Sydney,17.0
2015-11,Females,South Eastern Sydney,19.4
2015-12,Females,South Eastern Sydney,13.0
2016-01,Females,South Eastern Sydney,16.7
2016-02,Females,South Eastern Sydney,26.5
2016-03,Females,South Eastern Sydney,21.8
2016-04,Females,South Eastern Sydney,21.6
2016-05,Females,South Eastern Sydney,26.5
2016-06,Females,South Eastern Sydney,23.2
2016-07,Females,South Eastern Sydney,16.3
2016-08,Females,South Eastern Sydney,23.6
2016-09,Females,South Eastern Sydney,21.8
2016-10,Females,South Eastern Sydney,15.9
2016-11,Females,South Eastern Sydney,16.1
2016-12,Females,South Eastern Sydney,17.4
2017-01,Females,South Eastern Sydney,13.6
2017-02,Females,South Eastern Sydney,20.7
2017-03,Females,South Eastern Sydney,24.0
2017-04,Females,South Eastern Sydney,22.6
2017-05,Females,South Eastern Sydney,32.1
2017-06,Females,South Eastern Sydney,25.3
2017-07,Females,South Eastern Sydney,23.7
2017-08,Females,South Eastern Sydney,22.5
2017-09,Females,South Eastern Sydney,15.8
2017-10,Females,South Eastern Sydney,16.2
2017-11,Females,South Eastern Sydney,14.5
2017-12,Females,South Eastern Sydney,14.2
2018-01,Females,South Eastern Sydney,11.4
2018-02,Females,South Eastern Sydney,20.0
2018-03,Females,South Eastern Sydney,15.2
2018-04,Females,South Eastern Sydney,20.9
2018-05,Females,South Eastern Sydney,24.4
2018-06,Females,South Eastern Sydney,17.5
2018-07,Females,South Eastern Sydney,24.4
2018-08,Females,South Eastern Sydney,19.7
2018-09,Females,South Eastern Sydney,17.4
2018-10,Females,South Eastern Sydney,15.7
2018-11,Females,South Eastern Sydney,19.2
2018-12,Females,South Eastern Sydney,17.8
2019-01,Females,South Eastern Sydney,12.9
2019-02,Females,South Eastern Sydney,19.9
2019-03,Females,South Eastern Sydney,23.0
2019-04,Females,South Eastern Sydney,22.8
2019-05,Females,South Eastern Sydney,24.3
2019-06,Females,South Eastern Sydney,23.7
2019-07,Females,South Eastern Sydney,21.9
2019-08,Females,South Eastern Sydney,24.5
2019-09,Females,South Eastern Sydney,19.2
2019-10,Females,South Eastern Sydney,14.1
2019-11,Females,South Eastern Sydney,23.4
2019-12,Females,South Eastern Sydney,29.7
2020-01,Females,South Eastern Sydney,17.8
2020-02,Females,South Eastern Sydney,19.8
2020-03,Females,South Eastern Sydney,21.5
2020-04,Females,South Eastern Sydney,9.2
2020-05,Females,South Eastern Sydney,10.1
2020-06,Females,South Eastern Sydney,20.0
2020-07,Females,South Eastern Sydney,12.2
2020-08,Females,South Eastern Sydney,11.4
2020-09,Females,South Eastern Sydney,12.2
2020-10,Females,South Eastern Sydney,11.0
2020-11,Females,South Eastern Sydney,14.6
2020-12,Females,South Eastern Sydney,12.1
2021-01,Females,South Eastern Sydney,8.9
2021-02,Females,South Eastern Sydney,18.7
2021-03,Females,South Eastern Sydney,15.5
2021-04,Females,South Eastern Sydney,17.0
2021-05,Females,South Eastern Sydney,23.7
2021-06,Females,South Eastern Sydney,22.2
2021-07,Females,South Eastern Sydney,10.6
2021-08,Females,South Eastern Sydney,8.5
2021-09,Females,South Eastern Sydney,6.6
2021-10,Females,South Eastern Sydney,8.5
2021-11,Females,South Eastern Sydney,8.6
2021-12,Females,South Eastern Sydney,10.5
2022-01,Females,South Eastern Sydney,9.7
2022-02,Females,South Eastern Sydney,9.4
2022-03,Females,South Eastern Sydney,20.4
2022-04,Females,South Eastern Sydney,26.8
2022-05,Females,South Eastern Sydney,30.7
2022-06,Females,South Eastern Sydney,28.8
2022-07,Females,South Eastern Sydney,16.4
2022-08,Females,South Eastern Sydney,29.7
2022-09,Females,South Eastern Sydney,20.7
2022-10,Females,South Eastern Sydney,17.8
2022-11,Females,South Eastern Sydney,15.7
2022-12,Females,South Eastern Sydney,12.8
2023-01,Females,South Eastern Sydney,11.3
2023-02,Females,South Eastern Sydney,19.6
2023-03,Females,South Eastern Sydney,15.9
2023-04,Females,South Eastern Sydney,22.3
2023-05,Females,South Eastern Sydney,23.6
2023-06,Females,South Eastern Sydney,12.5
2014-07,Females,Illawarra Shoalhaven,42.1
2014-08,Females,Illawarra Shoalhaven,39.6
2014-09,Females,Illawarra Shoalhaven,30.8
2014-10,Females,Illawarra Shoalhaven,21.1
2014-11,Females,Illawarra Shoalhaven,29.0
2014-12,Females,Illawarra Shoalhaven,21.9
2015-01,Females,Illawarra Shoalhaven,25.0
2015-02,Females,Illawarra Shoalhaven,33.1
2015-03,Females,Illawarra Shoalhaven,42.0
2015-04,Females,Illawarra Shoalhaven,32.8
2015-05,Females,Illawarra Shoalhaven,49.5
2015-06,Females,Illawarra Shoalhaven,42.1
2015-07,Females,Illawarra Shoalhaven,42.5
2015-08,Females,Illawarra Shoalhaven,51.5
2015-09,Females,Illawarra Shoalhaven,35.5
2015-10,Females,Illawarra Shoalhaven,20.2
2015-11,Females,Illawarra Shoalhaven,32.8
2015-12,Females,Illawarra Shoalhaven,24.3
2016-01,Females,Illawarra Shoalhaven,26.8
2016-02,Females,Illawarra Shoalhaven,42.6
2016-03,Females,Illawarra Shoalhaven,43.8
2016-04,Females,Illawarra Shoalhaven,42.7
2016-05,Females,Illawarra Shoalhaven,46.1
2016-06,Females,Illawarra Shoalhaven,48.3
2016-07,Females,Illawarra Shoalhaven,40.5
2016-08,Females,Illawarra Shoalhaven,42.0
2016-09,Females,Illawarra Shoalhaven,36.8
2016-10,Females,Illawarra Shoalhaven,37.9
2016-11,Females,Illawarra Shoalhaven,31.2
2016-12,Females,Illawarra Shoalhaven,33.2
2017-01,Females,Illawarra Shoalhaven,25.9
2017-02,Females,Illawarra Shoalhaven,43.5
2017-03,Females,Illawarra Shoalhaven,45.1
2017-04,Females,Illawarra Shoalhaven,39.6
2017-05,Females,Illawarra Shoalhaven,39.7
2017-06,Females,Illawarra Shoalhaven,40.7
2017-07,Females,Illawarra Shoalhaven,41.1
2017-08,Females,Illawarra Shoalhaven,40.4
2017-09,Females,Illawarra Shoalhaven,35.2
2017-10,Females,Illawarra Shoalhaven,24.4
2017-11,Females,Illawarra Shoalhaven,34.0
2017-12,Females,Illawarra Shoalhaven,27.0
2018-01,Females,Illawarra Shoalhaven,21.9
2018-02,Females,Illawarra Shoalhaven,40.8
2018-03,Females,Illawarra Shoalhaven,31.5
2018-04,Females,Illawarra Shoalhaven,33.3
2018-05,Females,Illawarra Shoalhaven,29.5
2018-06,Females,Illawarra Shoalhaven,30.6
2018-07,Females,Illawarra Shoalhaven,31.6
2018-08,Females,Illawarra Shoalhaven,28.5
2018-09,Females,Illawarra Shoalhaven,29.2
2018-10,Females,Illawarra Shoalhaven,29.8
2018-11,Females,Illawarra Shoalhaven,20.8
2018-12,Females,Illawarra Shoalhaven,36.4
2019-01,Females,Illawarra Shoalhaven,31.0
2019-02,Females,Illawarra Shoalhaven,33.8
2019-03,Females,Illawarra Shoalhaven,26.6
2019-04,Females,Illawarra Shoalhaven,38.6
2019-05,Females,Illawarra Shoalhaven,38.9
2019-06,Females,Illawarra Shoalhaven,47.0
2019-07,Females,Illawarra Shoalhaven,33.4
2019-08,Females,Illawarra Shoalhaven,29.5
2019-09,Females,Illawarra Shoalhaven,22.9
2019-10,Females,Illawarra Shoalhaven,29.0
2019-11,Females,Illawarra Shoalhaven,29.6
2019-12,Females,Illawarra Shoalhaven,31.2
2020-01,Females,Illawarra Shoalhaven,35.4
2020-02,Females,Illawarra Shoalhaven,27.4
2020-03,Females,Illawarra Shoalhaven,43.8
2020-04,Females,Illawarra Shoalhaven,18.0
2020-05,Females,Illawarra Shoalhaven,13.4
2020-06,Females,Illawarra Shoalhaven,25.8
2020-07,Females,Illawarra Shoalhaven,19.7
2020-08,Females,Illawarra Shoalhaven,26.4
2020-09,Females,Illawarra Shoalhaven,22.1
2020-10,Females,Illawarra Shoalhaven,23.2
2020-11,Females,Illawarra Shoalhaven,19.2
2020-12,Females,Illawarra Shoalhaven,19.9
2021-01,Females,Illawarra Shoalhaven,12.4
2021-02,Females,Illawarra Shoalhaven,22.2
2021-03,Females,Illawarra Shoalhaven,24.9
2021-04,Females,Illawarra Shoalhaven,27.7
2021-05,Females,Illawarra Shoalhaven,35.5
2021-06,Females,Illawarra Shoalhaven,41.1
2021-07,Females,Illawarra Shoalhaven,20.1
2021-08,Females,Illawarra Shoalhaven,16.0
2021-09,Females,Illawarra Shoalhaven,10.9
2021-10,Females,Illawarra Shoalhaven,11.6
2021-11,Females,Illawarra Shoalhaven,21.8
2021-12,Females,Illawarra Shoalhaven,17.5
2022-01,Females,Illawarra Shoalhaven,13.1
2022-02,Females,Illawarra Shoalhaven,14.3
2022-03,Females,Illawarra Shoalhaven,25.2
2022-04,Females,Illawarra Shoalhaven,32.7
2022-05,Females,Illawarra Shoalhaven,40.8
2022-06,Females,Illawarra Shoalhaven,38.3
2022-07,Females,Illawarra Shoalhaven,21.6
2022-08,Females,Illawarra Shoalhaven,24.0
2022-09,Females,Illawarra Shoalhaven,33.0
2022-10,Females,Illawarra Shoalhaven,26.4
2022-11,Females,Illawarra Shoalhaven,20.4
2022-12,Females,Illawarra Shoalhaven,15.8
2023-01,Females,Illawarra Shoalhaven,15.1
2023-02,Females,Illawarra Shoalhaven,22.3
2023-03,Females,Illawarra Shoalhaven,22.6
2023-04,Females,Illawarra Shoalhaven,22.7
2023-05,Females,Illawarra Shoalhaven,26.3
2023-06,Females,Illawarra Shoalhaven,18.2
2014-07,Females,Western Sydney,35.0
2014-08,Females,Western Sydney,27.0
2014-09,Females,Western Sydney,21.4
2014-10,Females,Western Sydney,21.3
2014-11,Females,Western Sydney,21.0
2014-12,Females,Western Sydney,19.7
2015-01,Females,Western Sydney,17.9
2015-02,Females,Western Sydney,26.3
2015-03,Females,Western Sydney,29.2
2015-04,Females,Western Sydney,25.1
2015-05,Females,Western Sydney,33.6
2015-06,Females,Western Sydney,27.6
2015-07,Females,Western Sydney,30.2
2015-08,Females,Western Sydney,29.0
2015-09,Females,Western Sydney,23.4
2015-10,Females,Western Sydney,21.9
2015-11,Females,Western Sydney,21.8
2015-12,Females,Western Sydney,19.5
2016-01,Females,Western Sydney,17.4
2016-02,Females,Western Sydney,28.4
2016-03,Females,Western Sydney,26.0
2016-04,Females,Western Sydney,26.7
2016-05,Females,Western Sydney,31.1
2016-06,Females,Western Sydney,28.4
2016-07,Females,Western Sydney,23.6
2016-08,Females,Western Sydney,30.1
2016-09,Females,Western Sydney,27.8
2016-10,Females,Western Sydney,18.4
2016-11,Females,Western Sydney,17.5
2016-12,Females,Western Sydney,17.7
2017-01,Females,Western Sydney,16.3
2017-02,Females,Western Sydney,22.9
2017-03,Females,Western Sydney,23.9
2017-04,Females,Western Sydney,28.3
2017-05,Females,Western Sydney,36.9
2017-06,Females,Western Sydney,32.8
2017-07,Females,Western Sydney,29.6
2017-08,Females,Western Sydney,26.2
2017-09,Females,Western Sydney,24.5
2017-10,Females,Western Sydney,18.2
2017-11,Females,Western Sydney,18.6
2017-12,Females,Western Sydney,18.8
2018-01,Females,Western Sydney,17.6
2018-02,Females,Western Sydney,21.7
2018-03,Females,Western Sydney,21.0
2018-04,Females,Western Sydney,22.6
2018-05,Females,Western Sydney,27.9
2018-06,Females,Western Sydney,23.2
2018-07,Females,Western Sydney,23.2
2018-08,Females,Western Sydney,19.4
2018-09,Females,Western Sydney,21.4
2018-10,Females,Western Sydney,18.3
2018-11,Females,Western Sydney,20.6
2018-12,Females,Western Sydney,18.0
2019-01,Females,Western Sydney,19.1
2019-02,Females,Western Sydney,20.3
2019-03,Females,Western Sydney,28.1
2019-04,Females,Western Sydney,23.8
2019-05,Females,Western Sydney,32.2
2019-06,Females,Western Sydney,32.9
2019-07,Females,Western Sydney,22.7
2019-08,Females,Western Sydney,29.3
2019-09,Females,Western Sydney,22.5
2019-10,Females,Western Sydney,21.1
2019-11,Females,Western Sydney,23.7
2019-12,Females,Western Sydney,27.2
2020-01,Females,Western Sydney,16.1
2020-02,Females,Western Sydney,18.8
2020-03,Females,Western Sydney,22.0
2020-04,Females,Western Sydney,11.7
2020-05,Females,Western Sydney,8.8
2020-06,Females,Western Sydney,20.2
2020-07,Females,Western Sydney,14.5
2020-08,Females,Western Sydney,14.1
2020-09,Females,Western Sydney,14.8
2020-10,Females,Western Sydney,10.1
2020-11,Females,Western Sydney,15.0
2020-12,Females,Western Sydney,11.5
2021-01,Females,Western Sydney,7.6
2021-02,Females,Western Sydney,16.0
2021-03,Females,Western Sydney,17.0
2021-04,Females,Western Sydney,17.7
2021-05,Females,Western Sydney,23.0
2021-06,Females,Western Sydney,22.8
2021-07,Females,Western Sydney,10.5
2021-08,Females,Western Sydney,8.1
2021-09,Females,Western Sydney,5.2
2021-10,Females,Western Sydney,8.7
2021-11,Females,Western Sydney,12.2
2021-12,Females,Western Sydney,10.4
2022-01,Females,Western Sydney,10.9
2022-02,Females,Western Sydney,14.0
2022-03,Females,Western Sydney,21.7
2022-04,Females,Western Sydney,31.6
2022-05,Females,Western Sydney,32.4
2022-06,Females,Western Sydney,23.1
2022-07,Females,Western Sydney,17.0
2022-08,Females,Western Sydney,27.4
2022-09,Females,Western Sydney,17.7
2022-10,Females,Western Sydney,19.0
2022-11,Females,Western Sydney,16.3
2022-12,Females,Western Sydney,15.1
2023-01,Females,Western Sydney,11.9
2023-02,Females,Western Sydney,19.3
2023-03,Females,Western Sydney,16.2
2023-04,Females,Western Sydney,22.1
2023-05,Females,Western Sydney,22.9
2023-06,Females,Western Sydney,15.3
2014-07,Females,Nepean Blue Mountains,49.1
2014-08,Females,Nepean Blue Mountains,41.1
2014-09,Females,Nepean Blue Mountains,39.8
2014-10,Females,Nepean Blue Mountains,33.6
