financial year,lhd,CO ppm,NO pphm,NO2 pphm,OZONE pphm,PM10 µg/m³,SO2 pphm,asthma deaths,asthma edp,asthma hospitalisations,asthma pic,copd deaths,copd hospitalisations,iap deaths,iap hospitalisations
2015/2016,Nepean Blue Mountains,0.0728873519243367,0.2140042936484933,0.4349175691157685,1.979575933965467,16.133333333333333,0.0167664001928687,1.0,374.6,125.325,9112.5,32.4,256.5,13.7,353.1
2016/2017,Nepean Blue Mountains,0.0997693253375548,0.2316615018557659,0.4255464193598635,1.9514180748065408,16.008651574551315,0.0547715276095746,1.15,404.2,126.925,9712.5,32.4,284.8,14.0,332.8
2017/2018,Nepean Blue Mountains,0.1598515356983828,0.2327791340804701,0.4470386359875205,2.1391882843112726,18.526492217630416,0.0675632393008556,1.2,361.2,134.15,10237.5,28.9,268.8,12.0,427.0
2018/2019,Nepean Blue Mountains,0.1381880935670701,0.2385295088157254,0.4339217030530178,2.081548903056343,19.052546887984583,0.0445706219148173,1.075,371.4,147.35,10550.0,25.2,235.1,10.9,392.3
2019/2020,Nepean Blue Mountains,0.1852437180567943,0.2029567963124263,0.3830820494576292,2.2895362079962918,19.246128151447525,0.0275251842654743,0.775,321.6,108.925,10279.166666666666,22.9,207.5,9.6,362.9
2020/2021,Nepean Blue Mountains,0.1083964985811107,0.1981375322306494,0.3186616023855212,1.86352247409298,14.900147223395976,0.0289072878771342,0.55,252.2,83.25,10008.333333333334,20.8,135.4,7.3,210.5
2021/2022,Nepean Blue Mountains,0.1065716085032937,0.1706401226372792,0.2798653692046115,1.818205978106841,12.857321331873845,0.0287258335574242,0.65,254.9,82.6,9737.5,21.4,138.9,7.649999999999999,240.075
2022/2023,Nepean Blue Mountains,0.0387611159940826,0.1758124967711981,0.3341880331216254,1.872412761927984,12.35479436587378,0.0250353254724638,0.65,277.7,117.15,9466.666666666666,22.0,166.9,8.0,269.65
2023/2024,Nepean Blue Mountains,0.0643886261010245,0.1902892856498841,0.4303136408563894,2.1003138790557263,15.626919791459905,0.022274508629972,0.65,448.85,151.7,9195.833333333334,22.6,194.9,8.35,299.225
2014/2015,Northern Sydney,0.1270403878341675,0.3479100158550693,0.7774231101080593,1.7099144868065972,13.958333333333334,0.0284337355665654,0.55,254.2,90.25,9737.5,12.9,123.5,8.9,281.6
2015/2016,Northern Sydney,0.1233191490386182,0.3439138768975918,0.7363403781149399,1.7021443438474335,15.6,0.0461636754621587,0.6499999999999999,239.7,96.125,9150.0,13.1,125.2,9.2,300.3
2016/2017,Northern Sydney,0.1132573860215615,0.3958824470818849,0.754349541985026,1.7410649430257357,15.583333333333334,0.0554261765435161,0.625,231.0,105.575,9300.0,12.9,109.3,11.3,287.1
2017/2018,Northern Sydney,0.1174436966354733,0.3465684102802419,0.7050039057708536,1.900933446795493,16.85833333333333,0.0642023180463208,0.45,207.9,89.67500000000001,9362.5,11.5,108.1,11.2,339.3
2018/2019,Northern Sydney,0.1247901819063662,0.3943800043868485,0.796590489789288,1.84193509761149,17.804467791797226,0.0787792046407356,0.3,210.8,103.75,9300.0,10.5,102.9,9.3,325.5
2019/2020,Northern Sydney,0.1515046416434035,0.3617259462366102,0.790532653212058,1.9039854463166184,18.07867787611817,0.0511490542063241,0.3,177.6,88.75,9304.166666666666,9.7,85.5,8.0,310.2
2020/2021,Northern Sydney,0.1615863119551559,0.3998543122946896,0.6682189279615449,1.693535649157088,14.694858694853538,0.0273589771718528,0.35,138.5,67.15,9308.333333333334,9.4,61.2,5.9,156.3
2021/2022,Northern Sydney,0.1778749958827964,0.345696853611455,0.5712747605145129,1.6861096472826604,12.78593803025615,0.0202101861826431,0.65,126.0,58.225,9312.5,11.125,60.5,6.375,176.875
2022/2023,Northern Sydney,0.025,0.5038994626179583,0.6445999278563771,1.7003278540149631,11.92303910768833,0.0482046922899958,0.65,155.9,74.95833333333333,9316.666666666666,12.85,105.26666666666668,6.85,197.45
2023/2024,Northern Sydney,0.0375,0.467736610646612,0.727352407772408,1.7236518872195166,14.848149921672237,0.0666212829732527,0.65,225.9,91.69166666666666,9320.833333333334,14.575,150.03333333333336,7.325,218.025
2014/2015,South Eastern Sydney,0.2476225706957298,2.9836949880926364,1.422863153287438,1.3380543932524065,18.9,0.112179722928364,0.5,295.9,100.475,5937.5,16.3,135.9,7.8,276.6
2015/2016,South Eastern Sydney,0.2603608340896711,3.0797308700945063,1.467131480703206,1.3105384625631342,18.191666666666663,0.1175275043926099,0.55,265.5,95.225,6100.0,15.7,135.7,7.2,257.2
2016/2017,South Eastern Sydney,0.2565341227938688,2.8977913421151213,1.4346761032126245,1.384755324375561,18.375,0.1101219968473498,0.6499999999999999,261.0,96.375,6200.0,17.4,139.7,8.9,278.3
2017/2018,South Eastern Sydney,0.277671896274675,2.75815575500696,1.448040511962799,1.4285173071141617,20.166666666666668,0.1231368459127535,0.675,226.8,101.9,6950.0,16.7,129.1,8.8,321.5
2018/2019,South Eastern Sydney,0.3260362161896231,2.947545236365947,1.56961659504037,1.3641075794669748,21.125,0.1192539207157378,0.65,240.5,112.0,7200.0,14.1,127.8,7.4,339.3
2019/2020,South Eastern Sydney,0.2961391273946779,2.5416666666666665,1.4833333333333334,1.4951346962429817,21.39583333333333,0.1078566317205432,0.6000000000000001,219.0,98.525,7883.333333333333,14.8,118.5,6.1,314.3
2020/2021,South Eastern Sydney,0.2558922516818787,2.45021977036854,1.331017425791939,1.39085773492464,17.458333333333332,0.0998115880567723,0.55,176.9,68.1,8566.666666666666,13.7,76.8,4.7,158.7
2021/2022,South Eastern Sydney,0.1601596236948797,2.100257976640234,1.1410720793663889,1.3913952823690847,15.308333333333332,0.0987115687336142,0.65,170.5,72.35,9250.0,16.125,68.3,5.25,187.2
2022/2023,South Eastern Sydney,0.1916666666666666,2.408333333333333,1.2791666666666666,1.3583333333333334,14.691666666666668,0.1,0.65,204.9,85.6111111111111,9933.333333333334,18.55,139.6,5.800000000000001,215.7
2023/2024,South Eastern Sydney,0.2416666666666666,2.9250000000000003,1.3110278370369608,1.2791666666666666,17.558333333333334,0.1046819560264101,0.65,279.95,98.87222222222222,10616.666666666668,20.975,210.9,6.3500000000000005,244.2
2014/2015,South Western Sydney,0.2378099918017812,0.6062508463481429,0.6809514381538279,1.8207820082184003,16.35625,0.0382141307000786,0.75,355.0,135.875,7250.0,23.4,219.1,6.9,314.8
2015/2016,South Western Sydney,0.2336691953767935,0.620532641365352,0.7404601501172303,1.7896288528116229,17.247916666666665,0.0423753228367935,0.875,352.9,135.425,7087.5,24.8,234.9,8.1,331.7
2016/2017,South Western Sydney,0.2305910840462104,0.6184612669161064,0.7217657218018579,1.851354296205579,17.172916666666666,0.0482426520891976,1.025,328.9,145.4,8387.5,27.0,243.9,9.2,353.2
2017/2018,South Western Sydney,0.2268424675660385,0.6473568451923719,0.8058900520707791,1.944652193772641,20.64375,0.0519218367647328,1.1,288.5,142.375,9100.0,23.9,233.1,9.1,402.5
2018/2019,South Western Sydney,0.2010651234364227,0.6973454542097005,0.7994661749857594,1.9073747438212951,20.085416666666667,0.0580738560009937,1.025,311.1,151.275,9050.0,20.8,232.2,8.8,382.5
2019/2020,South Western Sydney,0.1986673888293791,0.6349472896785444,0.7714376783807076,1.9597857208670224,20.50016933573685,0.0484844013339424,0.8500000000000001,255.8,126.1,9095.833333333334,20.1,198.0,7.2,352.2
2020/2021,South Western Sydney,0.1423910410370858,0.6551222983361523,0.5562991949209095,1.8712453605561,16.506249999999998,0.0342643662843513,0.8,217.3,88.02499999999999,9141.666666666666,18.8,129.7,5.5,202.2
2021/2022,South Western Sydney,0.1021367411835901,0.5893832244626266,0.4850553320735976,1.736121473260763,13.8375,0.0300106106684908,0.65,213.1,92.9,9187.5,22.325,114.9,6.775,228.25
2022/2023,South Western Sydney,0.1007303399416946,0.6427489701802699,0.5106091081096767,1.797856521393066,13.893045956921618,0.0370815312523902,0.65,250.6,119.5,9233.333333333334,25.85,172.36666666666667,8.05,254.3
2023/2024,South Western Sydney,0.1161194178930334,0.6514773750929004,0.6562829332006416,1.8508685444465456,17.643893423918932,0.0466174820208417,0.65,334.2,146.1,9279.166666666666,29.375,229.83333333333331,9.325,280.35
2014/2015,Sydney,0.1421586133789886,0.8465612116873759,0.9899788618854928,1.553116116259753,17.729166666666668,0.0353211771373494,0.85,274.6,94.675,5787.5,19.1,189.6,7.8,294.2
2015/2016,Sydney,0.1746033457107642,0.9107371114137738,1.0037779574315306,1.4537110916517813,17.1125,0.0458333333333333,0.575,270.8,105.425,6012.5,17.1,184.1,8.6,295.9
2016/2017,Sydney,0.1332832280888902,0.9036367570850224,1.056809497236488,1.4668048633918456,17.3625,0.0208333333333333,0.375,261.4,116.95,6350.0,17.1,193.9,11.4,322.7
2017/2018,Sydney,0.0936225416053787,0.8831397743516476,1.0603989893778427,1.5137321056511104,19.00819354568609,0.0385066273080548,0.425,220.4,114.4,6050.0,17.6,189.4,11.0,365.2
2018/2019,Sydney,0.12410349834371,0.8975033672289054,1.0095269087344845,1.5329863204648613,19.429166666666667,0.0458333333333333,0.525,239.9,115.425,5625.0,16.6,197.9,9.9,328.7
2019/2020,Sydney,0.143766212796806,0.7518343957445824,0.9073486806972658,1.5239325116442977,20.30332085796241,0.0375,0.6000000000000001,201.8,104.675,6983.333333333333,14.5,172.0,8.2,334.9
2020/2021,Sydney,0.1355976486857602,0.743314531020729,0.873356732285131,1.598568613289858,16.495833333333334,0.0166666666666666,0.65,188.2,83.57499999999999,8341.666666666666,15.1,108.1,4.9,193.8
2021/2022,Sydney,0.1014160324058885,0.626840857528761,0.7796411911388818,1.498413491048061,13.995833333333332,0.0186573529663742,0.65,160.3,70.45,9700.0,20.95,83.1,5.95,268.75
2022/2023,Sydney,0.0975522362379585,0.6404878705781331,0.8270709754751286,1.547411274706022,13.575932787880538,0.0185076819730646,0.65,200.4,129.825,11058.333333333332,26.8,211.56666666666663,7.0,343.70000000000005
2023/2024,Sydney,0.125,0.7436132518974167,0.8780744651192189,1.4625519409963206,16.7,0.0315133670942833,0.65,309.8,189.2,12416.666666666666,32.65,340.0333333333333,8.05,418.65
