sex,lhd,risk group,financial year,"rate per 100,000 population"
Males,Sydney,5-34 years,2001/2002,123.6
Males,Sydney,5-34 years,2002/2003,112.8
Males,Sydney,5-34 years,2003/2004,120.0
Males,Sydney,5-34 years,2004/2005,124.6
Males,Sydney,5-34 years,2005/2006,117.6
Males,Sydney,5-34 years,2006/2007,109.5
Males,Sydney,5-34 years,2007/2008,84.1
Males,Sydney,5-34 years,2008/2009,100.7
Males,Sydney,5-34 years,2009/2010,153.1
Males,Sydney,5-34 years,2010/2011,93.4
Males,Sydney,5-34 years,2011/2012,127.9
Males,Sydney,5-34 years,2012/2013,137.5
Males,Sydney,5-34 years,2013/2014,160.3
Males,Sydney,5-34 years,2014/2015,105.6
Males,Sydney,5-34 years,2015/2016,125.0
Males,Sydney,5-34 years,2016/2017,125.3
Males,Sydney,5-34 years,2017/2018,140.4
Males,Sydney,5-34 years,2018/2019,143.4
Males,Sydney,5-34 years,2019/2020,155.9
Males,Sydney,5-34 years,2020/2021,134.8
Males,Sydney,5-34 years,2021/2022,99.7
Males,Sydney,35-64 years,2001/2002,35.0
Males,Sydney,35-64 years,2002/2003,29.6
Males,Sydney,35-64 years,2003/2004,31.1
Males,Sydney,35-64 years,2004/2005,35.7
Males,Sydney,35-64 years,2005/2006,40.8
Males,Sydney,35-64 years,2006/2007,34.6
Males,Sydney,35-64 years,2007/2008,31.6
Males,Sydney,35-64 years,2008/2009,29.5
Males,Sydney,35-64 years,2009/2010,30.7
Males,Sydney,35-64 years,2010/2011,37.2
Males,Sydney,35-64 years,2011/2012,41.3
Males,Sydney,35-64 years,2012/2013,42.3
Males,Sydney,35-64 years,2013/2014,35.4
Males,Sydney,35-64 years,2014/2015,30.6
Males,Sydney,35-64 years,2015/2016,40.7
Males,Sydney,35-64 years,2016/2017,52.9
Males,Sydney,35-64 years,2017/2018,49.3
Males,Sydney,35-64 years,2018/2019,56.2
Males,Sydney,35-64 years,2019/2020,43.2
Males,Sydney,35-64 years,2020/2021,26.4
Males,Sydney,35-64 years,2021/2022,20.5
Males,Sydney,65+ years,2001/2002,64.6
Males,Sydney,65+ years,2002/2003,56.8
Males,Sydney,65+ years,2003/2004,89.0
Males,Sydney,65+ years,2004/2005,77.6
Males,Sydney,65+ years,2005/2006,84.8
Males,Sydney,65+ years,2006/2007,49.5
Males,Sydney,65+ years,2007/2008,75.0
Males,Sydney,65+ years,2008/2009,59.2
Males,Sydney,65+ years,2009/2010,39.9
Males,Sydney,65+ years,2010/2011,42.0
Males,Sydney,65+ years,2011/2012,48.8
Males,Sydney,65+ years,2012/2013,72.6
Males,Sydney,65+ years,2013/2014,65.1
Males,Sydney,65+ years,2014/2015,57.2
Males,Sydney,65+ years,2015/2016,82.8
Males,Sydney,65+ years,2016/2017,89.7
Males,Sydney,65+ years,2017/2018,101.3
Males,Sydney,65+ years,2018/2019,82.9
Males,Sydney,65+ years,2019/2020,45.5
Males,Sydney,65+ years,2020/2021,53.1
Males,Sydney,65+ years,2021/2022,41.5
Males,South Western Sydney,5-34 years,2001/2002,135.9
Males,South Western Sydney,5-34 years,2002/2003,107.9
Males,South Western Sydney,5-34 years,2003/2004,119.2
Males,South Western Sydney,5-34 years,2004/2005,109.5
Males,South Western Sydney,5-34 years,2005/2006,135.3
Males,South Western Sydney,5-34 years,2006/2007,157.7
Males,South Western Sydney,5-34 years,2007/2008,139.5
Males,South Western Sydney,5-34 years,2008/2009,130.3
Males,South Western Sydney,5-34 years,2009/2010,149.7
Males,South Western Sydney,5-34 years,2010/2011,138.9
Males,South Western Sydney,5-34 years,2011/2012,182.0
Males,South Western Sydney,5-34 years,2012/2013,155.3
Males,South Western Sydney,5-34 years,2013/2014,157.1
Males,South Western Sydney,5-34 years,2014/2015,144.9
Males,South Western Sydney,5-34 years,2015/2016,183.4
Males,South Western Sydney,5-34 years,2016/2017,184.8
Males,South Western Sydney,5-34 years,2017/2018,165.9
Males,South Western Sydney,5-34 years,2018/2019,189.0
Males,South Western Sydney,5-34 years,2019/2020,161.0
Males,South Western Sydney,5-34 years,2020/2021,134.3
Males,South Western Sydney,5-34 years,2021/2022,124.7
Males,South Western Sydney,35-64 years,2001/2002,47.4
Males,South Western Sydney,35-64 years,2002/2003,38.0
Males,South Western Sydney,35-64 years,2003/2004,35.5
Males,South Western Sydney,35-64 years,2004/2005,39.0
Males,South Western Sydney,35-64 years,2005/2006,28.4
Males,South Western Sydney,35-64 years,2006/2007,27.4
Males,South Western Sydney,35-64 years,2007/2008,24.9
Males,South Western Sydney,35-64 years,2008/2009,31.0
Males,South Western Sydney,35-64 years,2009/2010,30.9
Males,South Western Sydney,35-64 years,2010/2011,32.4
Males,South Western Sydney,35-64 years,2011/2012,35.0
Males,South Western Sydney,35-64 years,2012/2013,33.5
Males,South Western Sydney,35-64 years,2013/2014,43.6
Males,South Western Sydney,35-64 years,2014/2015,42.6
Males,South Western Sydney,35-64 years,2015/2016,41.7
Males,South Western Sydney,35-64 years,2016/2017,41.6
Males,South Western Sydney,35-64 years,2017/2018,52.7
Males,South Western Sydney,35-64 years,2018/2019,68.8
Males,South Western Sydney,35-64 years,2019/2020,42.8
Males,South Western Sydney,35-64 years,2020/2021,39.3
Males,South Western Sydney,35-64 years,2021/2022,47.8
Males,South Western Sydney,65+ years,2001/2002,93.4
Males,South Western Sydney,65+ years,2002/2003,100.7
Males,South Western Sydney,65+ years,2003/2004,42.0
Males,South Western Sydney,65+ years,2004/2005,51.9
Males,South Western Sydney,65+ years,2005/2006,83.3
Males,South Western Sydney,65+ years,2006/2007,56.9
Males,South Western Sydney,65+ years,2007/2008,52.9
Males,South Western Sydney,65+ years,2008/2009,61.1
Males,South Western Sydney,65+ years,2009/2010,98.8
Males,South Western Sydney,65+ years,2010/2011,83.4
Males,South Western Sydney,65+ years,2011/2012,104.8
Males,South Western Sydney,65+ years,2012/2013,60.6
Males,South Western Sydney,65+ years,2013/2014,84.6
Males,South Western Sydney,65+ years,2014/2015,91.8
Males,South Western Sydney,65+ years,2015/2016,72.1
Males,South Western Sydney,65+ years,2016/2017,76.7
Males,South Western Sydney,65+ years,2017/2018,78.1
Males,South Western Sydney,65+ years,2018/2019,94.3
Males,South Western Sydney,65+ years,2019/2020,67.2
Males,South Western Sydney,65+ years,2020/2021,39.9
Males,South Western Sydney,65+ years,2021/2022,75.0
Males,South Eastern Sydney,5-34 years,2001/2002,134.0
Males,South Eastern Sydney,5-34 years,2002/2003,110.3
Males,South Eastern Sydney,5-34 years,2003/2004,103.5
Males,South Eastern Sydney,5-34 years,2004/2005,112.5
Males,South Eastern Sydney,5-34 years,2005/2006,92.6
Males,South Eastern Sydney,5-34 years,2006/2007,132.0
Males,South Eastern Sydney,5-34 years,2007/2008,116.8
Males,South Eastern Sydney,5-34 years,2008/2009,89.4
Males,South Eastern Sydney,5-34 years,2009/2010,119.7
Males,South Eastern Sydney,5-34 years,2010/2011,82.5
Males,South Eastern Sydney,5-34 years,2011/2012,107.2
Males,South Eastern Sydney,5-34 years,2012/2013,109.0
Males,South Eastern Sydney,5-34 years,2013/2014,131.6
Males,South Eastern Sydney,5-34 years,2014/2015,107.3
Males,South Eastern Sydney,5-34 years,2015/2016,106.6
Males,South Eastern Sydney,5-34 years,2016/2017,120.6
Males,South Eastern Sydney,5-34 years,2017/2018,129.1
Males,South Eastern Sydney,5-34 years,2018/2019,175.5
Males,South Eastern Sydney,5-34 years,2019/2020,145.9
Males,South Eastern Sydney,5-34 years,2020/2021,116.7
Males,South Eastern Sydney,5-34 years,2021/2022,112.8
Males,South Eastern Sydney,35-64 years,2001/2002,37.1
Males,South Eastern Sydney,35-64 years,2002/2003,41.2
Males,South Eastern Sydney,35-64 years,2003/2004,40.0
Males,South Eastern Sydney,35-64 years,2004/2005,31.7
Males,South Eastern Sydney,35-64 years,2005/2006,34.3
Males,South Eastern Sydney,35-64 years,2006/2007,36.3
Males,South Eastern Sydney,35-64 years,2007/2008,32.8
Males,South Eastern Sydney,35-64 years,2008/2009,21.6
Males,South Eastern Sydney,35-64 years,2009/2010,31.1
Males,South Eastern Sydney,35-64 years,2010/2011,30.2
Males,South Eastern Sydney,35-64 years,2011/2012,31.0
Males,South Eastern Sydney,35-64 years,2012/2013,26.3
Males,South Eastern Sydney,35-64 years,2013/2014,33.0
Males,South Eastern Sydney,35-64 years,2014/2015,24.1
Males,South Eastern Sydney,35-64 years,2015/2016,23.8
Males,South Eastern Sydney,35-64 years,2016/2017,33.7
Males,South Eastern Sydney,35-64 years,2017/2018,34.5
Males,South Eastern Sydney,35-64 years,2018/2019,33.0
Males,South Eastern Sydney,35-64 years,2019/2020,29.0
Males,South Eastern Sydney,35-64 years,2020/2021,19.1
Males,South Eastern Sydney,35-64 years,2021/2022,22.8
Males,South Eastern Sydney,65+ years,2001/2002,58.0
Males,South Eastern Sydney,65+ years,2002/2003,50.6
Males,South Eastern Sydney,65+ years,2003/2004,36.8
Males,South Eastern Sydney,65+ years,2004/2005,46.6
Males,South Eastern Sydney,65+ years,2005/2006,63.2
Males,South Eastern Sydney,65+ years,2006/2007,50.7
Males,South Eastern Sydney,65+ years,2007/2008,55.1
Males,South Eastern Sydney,65+ years,2008/2009,27.5
Males,South Eastern Sydney,65+ years,2009/2010,58.1
Males,South Eastern Sydney,65+ years,2010/2011,42.6
Males,South Eastern Sydney,65+ years,2011/2012,54.3
Males,South Eastern Sydney,65+ years,2012/2013,65.8
Males,South Eastern Sydney,65+ years,2013/2014,58.1
Males,South Eastern Sydney,65+ years,2014/2015,62.1
Males,South Eastern Sydney,65+ years,2015/2016,44.9
Males,South Eastern Sydney,65+ years,2016/2017,66.1
Males,South Eastern Sydney,65+ years,2017/2018,80.4
Males,South Eastern Sydney,65+ years,2018/2019,65.5
Males,South Eastern Sydney,65+ years,2019/2020,69.1
Males,South Eastern Sydney,65+ years,2020/2021,34.3
Males,South Eastern Sydney,65+ years,2021/2022,27.9
Males,Illawarra Shoalhaven,5-34 years,2001/2002,115.4
Males,Illawarra Shoalhaven,5-34 years,2002/2003,84.5
Males,Illawarra Shoalhaven,5-34 years,2003/2004,99.8
Males,Illawarra Shoalhaven,5-34 years,2004/2005,94.9
Males,Illawarra Shoalhaven,5-34 years,2005/2006,82.2
Males,Illawarra Shoalhaven,5-34 years,2006/2007,133.7
Males,Illawarra Shoalhaven,5-34 years,2007/2008,137.3
Males,Illawarra Shoalhaven,5-34 years,2008/2009,99.6
Males,Illawarra Shoalhaven,5-34 years,2009/2010,140.0
Males,Illawarra Shoalhaven,5-34 years,2010/2011,115.2
Males,Illawarra Shoalhaven,5-34 years,2011/2012,96.6
Males,Illawarra Shoalhaven,5-34 years,2012/2013,95.7
Males,Illawarra Shoalhaven,5-34 years,2013/2014,87.8
Males,Illawarra Shoalhaven,5-34 years,2014/2015,78.2
Males,Illawarra Shoalhaven,5-34 years,2015/2016,102.5
Males,Illawarra Shoalhaven,5-34 years,2016/2017,99.8
Males,Illawarra Shoalhaven,5-34 years,2017/2018,86.9
Males,Illawarra Shoalhaven,5-34 years,2018/2019,81.3
Males,Illawarra Shoalhaven,5-34 years,2019/2020,65.6
Males,Illawarra Shoalhaven,5-34 years,2020/2021,46.9
Males,Illawarra Shoalhaven,5-34 years,2021/2022,58.5
Males,Illawarra Shoalhaven,35-64 years,2001/2002,35.7
Males,Illawarra Shoalhaven,35-64 years,2002/2003,32.1
Males,Illawarra Shoalhaven,35-64 years,2003/2004,27.3
Males,Illawarra Shoalhaven,35-64 years,2004/2005,30.7
Males,Illawarra Shoalhaven,35-64 years,2005/2006,13.5
Males,Illawarra Shoalhaven,35-64 years,2006/2007,33.3
Males,Illawarra Shoalhaven,35-64 years,2007/2008,34.2
Males,Illawarra Shoalhaven,35-64 years,2008/2009,36.1
Males,Illawarra Shoalhaven,35-64 years,2009/2010,39.1
Males,Illawarra Shoalhaven,35-64 years,2010/2011,27.1
Males,Illawarra Shoalhaven,35-64 years,2011/2012,25.8
Males,Illawarra Shoalhaven,35-64 years,2012/2013,27.2
Males,Illawarra Shoalhaven,35-64 years,2013/2014,30.3
Males,Illawarra Shoalhaven,35-64 years,2014/2015,34.4
Males,Illawarra Shoalhaven,35-64 years,2015/2016,30.5
Males,Illawarra Shoalhaven,35-64 years,2016/2017,44.5
Males,Illawarra Shoalhaven,35-64 years,2017/2018,30.2
Males,Illawarra Shoalhaven,35-64 years,2018/2019,29.8
Males,Illawarra Shoalhaven,35-64 years,2019/2020,25.9
Males,Illawarra Shoalhaven,35-64 years,2020/2021,30.1
Males,Illawarra Shoalhaven,35-64 years,2021/2022,23.1
Males,Illawarra Shoalhaven,65+ years,2001/2002,33.4
Males,Illawarra Shoalhaven,65+ years,2002/2003,30.7
Males,Illawarra Shoalhaven,65+ years,2003/2004,28.1
Males,Illawarra Shoalhaven,65+ years,2004/2005,33.2
Males,Illawarra Shoalhaven,65+ years,2005/2006,40.1
Males,Illawarra Shoalhaven,65+ years,2006/2007,28.9
Males,Illawarra Shoalhaven,65+ years,2007/2008,32.1
Males,Illawarra Shoalhaven,65+ years,2008/2009,10.0
Males,Illawarra Shoalhaven,65+ years,2009/2010,24.2
Males,Illawarra Shoalhaven,65+ years,2010/2011,33.5
Males,Illawarra Shoalhaven,65+ years,2011/2012,47.3
Males,Illawarra Shoalhaven,65+ years,2012/2013,29.4
Males,Illawarra Shoalhaven,65+ years,2013/2014,8.7
Males,Illawarra Shoalhaven,65+ years,2014/2015,19.6
Males,Illawarra Shoalhaven,65+ years,2015/2016,57.5
Males,Illawarra Shoalhaven,65+ years,2016/2017,43.5
Males,Illawarra Shoalhaven,65+ years,2017/2018,32.9
Males,Illawarra Shoalhaven,65+ years,2018/2019,12.5
Males,Illawarra Shoalhaven,65+ years,2019/2020,22.3
Males,Illawarra Shoalhaven,65+ years,2020/2021,28.8
Males,Illawarra Shoalhaven,65+ years,2021/2022,28.2
Males,Western Sydney,5-34 years,2001/2002,127.0
Males,Western Sydney,5-34 years,2002/2003,92.2
Males,Western Sydney,5-34 years,2003/2004,92.2
Males,Western Sydney,5-34 years,2004/2005,92.4
Males,Western Sydney,5-34 years,2005/2006,81.8
Males,Western Sydney,5-34 years,2006/2007,135.3
Males,Western Sydney,5-34 years,2007/2008,108.0
Males,Western Sydney,5-34 years,2008/2009,126.4
Males,Western Sydney,5-34 years,2009/2010,139.7
Males,Western Sydney,5-34 years,2010/2011,124.3
Males,Western Sydney,5-34 years,2011/2012,157.7
Males,Western Sydney,5-34 years,2012/2013,148.1
Males,Western Sydney,5-34 years,2013/2014,183.8
Males,Western Sydney,5-34 years,2014/2015,199.8
Males,Western Sydney,5-34 years,2015/2016,194.0
Males,Western Sydney,5-34 years,2016/2017,185.8
Males,Western Sydney,5-34 years,2017/2018,180.8
Males,Western Sydney,5-34 years,2018/2019,195.1
Males,Western Sydney,5-34 years,2019/2020,155.5
Males,Western Sydney,5-34 years,2020/2021,213.5
Males,Western Sydney,5-34 years,2021/2022,193.8
Males,Western Sydney,35-64 years,2001/2002,49.2
Males,Western Sydney,35-64 years,2002/2003,34.6
Males,Western Sydney,35-64 years,2003/2004,39.6
Males,Western Sydney,35-64 years,2004/2005,30.9
Males,Western Sydney,35-64 years,2005/2006,54.3
Males,Western Sydney,35-64 years,2006/2007,41.1
Males,Western Sydney,35-64 years,2007/2008,33.2
Males,Western Sydney,35-64 years,2008/2009,36.6
Males,Western Sydney,35-64 years,2009/2010,40.4
Males,Western Sydney,35-64 years,2010/2011,23.7
Males,Western Sydney,35-64 years,2011/2012,26.3
Males,Western Sydney,35-64 years,2012/2013,31.1
Males,Western Sydney,35-64 years,2013/2014,44.4
Males,Western Sydney,35-64 years,2014/2015,46.2
Males,Western Sydney,35-64 years,2015/2016,44.3
Males,Western Sydney,35-64 years,2016/2017,51.4
Males,Western Sydney,35-64 years,2017/2018,57.8
Males,Western Sydney,35-64 years,2018/2019,52.0
Males,Western Sydney,35-64 years,2019/2020,50.5
Males,Western Sydney,35-64 years,2020/2021,31.7
Males,Western Sydney,35-64 years,2021/2022,29.3
Males,Western Sydney,65+ years,2001/2002,83.9
Males,Western Sydney,65+ years,2002/2003,55.9
Males,Western Sydney,65+ years,2003/2004,50.7
Males,Western Sydney,65+ years,2004/2005,37.3
Males,Western Sydney,65+ years,2005/2006,41.9
Males,Western Sydney,65+ years,2006/2007,46.7
Males,Western Sydney,65+ years,2007/2008,42.5
Males,Western Sydney,65+ years,2008/2009,75.7
Males,Western Sydney,65+ years,2009/2010,62.7
Males,Western Sydney,65+ years,2010/2011,51.2
Males,Western Sydney,65+ years,2011/2012,51.8
Males,Western Sydney,65+ years,2012/2013,58.2
Males,Western Sydney,65+ years,2013/2014,114.1
Males,Western Sydney,65+ years,2014/2015,103.2
Males,Western Sydney,65+ years,2015/2016,75.0
Males,Western Sydney,65+ years,2016/2017,114.8
Males,Western Sydney,65+ years,2017/2018,114.8
Males,Western Sydney,65+ years,2018/2019,120.7
Males,Western Sydney,65+ years,2019/2020,75.8
Males,Western Sydney,65+ years,2020/2021,85.4
Males,Western Sydney,65+ years,2021/2022,29.3
Males,Nepean Blue Mountains,5-34 years,2001/2002,131.0
Males,Nepean Blue Mountains,5-34 years,2002/2003,124.1
Males,Nepean Blue Mountains,5-34 years,2003/2004,113.7
Males,Nepean Blue Mountains,5-34 years,2004/2005,143.0
Males,Nepean Blue Mountains,5-34 years,2005/2006,133.1
Males,Nepean Blue Mountains,5-34 years,2006/2007,171.9
Males,Nepean Blue Mountains,5-34 years,2007/2008,125.3
Males,Nepean Blue Mountains,5-34 years,2008/2009,133.5
Males,Nepean Blue Mountains,5-34 years,2009/2010,149.7
Males,Nepean Blue Mountains,5-34 years,2010/2011,128.2
Males,Nepean Blue Mountains,5-34 years,2011/2012,143.6
Males,Nepean Blue Mountains,5-34 years,2012/2013,171.0
Males,Nepean Blue Mountains,5-34 years,2013/2014,175.4
Males,Nepean Blue Mountains,5-34 years,2014/2015,136.6
Males,Nepean Blue Mountains,5-34 years,2015/2016,145.1
Males,Nepean Blue Mountains,5-34 years,2016/2017,134.1
Males,Nepean Blue Mountains,5-34 years,2017/2018,139.1
Males,Nepean Blue Mountains,5-34 years,2018/2019,142.9
Males,Nepean Blue Mountains,5-34 years,2019/2020,101.5
Males,Nepean Blue Mountains,5-34 years,2020/2021,106.5
Males,Nepean Blue Mountains,5-34 years,2021/2022,109.6
Males,Nepean Blue Mountains,35-64 years,2001/2002,46.2
Males,Nepean Blue Mountains,35-64 years,2002/2003,28.4
Males,Nepean Blue Mountains,35-64 years,2003/2004,48.0
Males,Nepean Blue Mountains,35-64 years,2004/2005,47.0
Males,Nepean Blue Mountains,35-64 years,2005/2006,39.2
Males,Nepean Blue Mountains,35-64 years,2006/2007,46.2
Males,Nepean Blue Mountains,35-64 years,2007/2008,43.6
Males,Nepean Blue Mountains,35-64 years,2008/2009,31.3
Males,Nepean Blue Mountains,35-64 years,2009/2010,36.5
Males,Nepean Blue Mountains,35-64 years,2010/2011,40.4
Males,Nepean Blue Mountains,35-64 years,2011/2012,23.8
Males,Nepean Blue Mountains,35-64 years,2012/2013,32.8
Males,Nepean Blue Mountains,35-64 years,2013/2014,34.2
Males,Nepean Blue Mountains,35-64 years,2014/2015,32.4
Males,Nepean Blue Mountains,35-64 years,2015/2016,53.5
Males,Nepean Blue Mountains,35-64 years,2016/2017,52.1
Males,Nepean Blue Mountains,35-64 years,2017/2018,46.5
Males,Nepean Blue Mountains,35-64 years,2018/2019,56.9
Males,Nepean Blue Mountains,35-64 years,2019/2020,60.2
Males,Nepean Blue Mountains,35-64 years,2020/2021,36.4
Males,Nepean Blue Mountains,35-64 years,2021/2022,31.5
Males,Nepean Blue Mountains,65+ years,2001/2002,76.8
Males,Nepean Blue Mountains,65+ years,2002/2003,27.8
Males,Nepean Blue Mountains,65+ years,2003/2004,24.9
Males,Nepean Blue Mountains,65+ years,2004/2005,72.8
Males,Nepean Blue Mountains,65+ years,2005/2006,55.2
Males,Nepean Blue Mountains,65+ years,2006/2007,58.5
Males,Nepean Blue Mountains,65+ years,2007/2008,60.1
Males,Nepean Blue Mountains,65+ years,2008/2009,114.7
Males,Nepean Blue Mountains,65+ years,2009/2010,46.1
Males,Nepean Blue Mountains,65+ years,2010/2011,67.3
Males,Nepean Blue Mountains,65+ years,2011/2012,65.4
Males,Nepean Blue Mountains,65+ years,2012/2013,68.0
Males,Nepean Blue Mountains,65+ years,2013/2014,48.4
Males,Nepean Blue Mountains,65+ years,2014/2015,97.0
Males,Nepean Blue Mountains,65+ years,2015/2016,46.9
Males,Nepean Blue Mountains,65+ years,2016/2017,47.8
Males,Nepean Blue Mountains,65+ years,2017/2018,77.8
Males,Nepean Blue Mountains,65+ years,2018/2019,83.3
Males,Nepean Blue Mountains,65+ years,2019/2020,54.1
Males,Nepean Blue Mountains,65+ years,2020/2021,36.3
Males,Nepean Blue Mountains,65+ years,2021/2022,40.9
Males,Northern Sydney,5-34 years,2001/2002,102.5
Males,Northern Sydney,5-34 years,2002/2003,83.9
Males,Northern Sydney,5-34 years,2003/2004,85.6
Males,Northern Sydney,5-34 years,2004/2005,121.9
Males,Northern Sydney,5-34 years,2005/2006,84.4
Males,Northern Sydney,5-34 years,2006/2007,111.3
Males,Northern Sydney,5-34 years,2007/2008,100.7
Males,Northern Sydney,5-34 years,2008/2009,94.8
Males,Northern Sydney,5-34 years,2009/2010,132.4
Males,Northern Sydney,5-34 years,2010/2011,92.1
Males,Northern Sydney,5-34 years,2011/2012,129.0
Males,Northern Sydney,5-34 years,2012/2013,129.4
Males,Northern Sydney,5-34 years,2013/2014,137.0
Males,Northern Sydney,5-34 years,2014/2015,105.1
Males,Northern Sydney,5-34 years,2015/2016,123.2
Males,Northern Sydney,5-34 years,2016/2017,132.9
Males,Northern Sydney,5-34 years,2017/2018,110.6
Males,Northern Sydney,5-34 years,2018/2019,136.4
Males,Northern Sydney,5-34 years,2019/2020,103.7
Males,Northern Sydney,5-34 years,2020/2021,88.0
Males,Northern Sydney,5-34 years,2021/2022,83.3
Males,Northern Sydney,35-64 years,2001/2002,17.6
Males,Northern Sydney,35-64 years,2002/2003,15.6
Males,Northern Sydney,35-64 years,2003/2004,20.1
Males,Northern Sydney,35-64 years,2004/2005,26.1
Males,Northern Sydney,35-64 years,2005/2006,26.7
Males,Northern Sydney,35-64 years,2006/2007,23.9
Males,Northern Sydney,35-64 years,2007/2008,18.7
Males,Northern Sydney,35-64 years,2008/2009,26.1
Males,Northern Sydney,35-64 years,2009/2010,15.5
Males,Northern Sydney,35-64 years,2010/2011,18.8
Males,Northern Sydney,35-64 years,2011/2012,17.3
Males,Northern Sydney,35-64 years,2012/2013,19.0
Males,Northern Sydney,35-64 years,2013/2014,24.3
Males,Northern Sydney,35-64 years,2014/2015,22.4
Males,Northern Sydney,35-64 years,2015/2016,24.2
Males,Northern Sydney,35-64 years,2016/2017,33.9
Males,Northern Sydney,35-64 years,2017/2018,27.4
Males,Northern Sydney,35-64 years,2018/2019,32.6
Males,Northern Sydney,35-64 years,2019/2020,28.7
Males,Northern Sydney,35-64 years,2020/2021,29.6
Males,Northern Sydney,35-64 years,2021/2022,18.1
Males,Northern Sydney,65+ years,2001/2002,48.6
Males,Northern Sydney,65+ years,2002/2003,48.9
Males,Northern Sydney,65+ years,2003/2004,45.8
Males,Northern Sydney,65+ years,2004/2005,21.2
Males,Northern Sydney,65+ years,2005/2006,18.5
Males,Northern Sydney,65+ years,2006/2007,38.0
Males,Northern Sydney,65+ years,2007/2008,36.3
Males,Northern Sydney,65+ years,2008/2009,40.7
Males,Northern Sydney,65+ years,2009/2010,29.5
Males,Northern Sydney,65+ years,2010/2011,22.8
Males,Northern Sydney,65+ years,2011/2012,46.7
Males,Northern Sydney,65+ years,2012/2013,42.6
Males,Northern Sydney,65+ years,2013/2014,41.3
Males,Northern Sydney,65+ years,2014/2015,56.3
Males,Northern Sydney,65+ years,2015/2016,51.2
Males,Northern Sydney,65+ years,2016/2017,56.8
Males,Northern Sydney,65+ years,2017/2018,51.5
Males,Northern Sydney,65+ years,2018/2019,77.9
Males,Northern Sydney,65+ years,2019/2020,75.8
Males,Northern Sydney,65+ years,2020/2021,46.7
Males,Northern Sydney,65+ years,2021/2022,57.9
Males,Central Coast,5-34 years,2001/2002,187.5
Males,Central Coast,5-34 years,2002/2003,145.4
Males,Central Coast,5-34 years,2003/2004,138.6
Males,Central Coast,5-34 years,2004/2005,195.7
Males,Central Coast,5-34 years,2005/2006,156.7
Males,Central Coast,5-34 years,2006/2007,105.1
Males,Central Coast,5-34 years,2007/2008,119.3
Males,Central Coast,5-34 years,2008/2009,78.9
Males,Central Coast,5-34 years,2009/2010,105.5
Males,Central Coast,5-34 years,2010/2011,111.0
Males,Central Coast,5-34 years,2011/2012,118.9
Males,Central Coast,5-34 years,2012/2013,151.1
Males,Central Coast,5-34 years,2013/2014,98.7
Males,Central Coast,5-34 years,2014/2015,122.5
Males,Central Coast,5-34 years,2015/2016,119.0
Males,Central Coast,5-34 years,2016/2017,114.0
Males,Central Coast,5-34 years,2017/2018,117.3
Males,Central Coast,5-34 years,2018/2019,110.1
Males,Central Coast,5-34 years,2019/2020,101.9
Males,Central Coast,5-34 years,2020/2021,67.8
Males,Central Coast,5-34 years,2021/2022,60.7
Males,Central Coast,35-64 years,2001/2002,60.4
Males,Central Coast,35-64 years,2002/2003,53.4
Males,Central Coast,35-64 years,2003/2004,52.6
Males,Central Coast,35-64 years,2004/2005,41.9
Males,Central Coast,35-64 years,2005/2006,45.3
Males,Central Coast,35-64 years,2006/2007,39.2
Males,Central Coast,35-64 years,2007/2008,33.7
Males,Central Coast,35-64 years,2008/2009,46.1
Males,Central Coast,35-64 years,2009/2010,37.2
Males,Central Coast,35-64 years,2010/2011,39.1
Males,Central Coast,35-64 years,2011/2012,38.4
Males,Central Coast,35-64 years,2012/2013,50.0
Males,Central Coast,35-64 years,2013/2014,33.0
Males,Central Coast,35-64 years,2014/2015,33.1
Males,Central Coast,35-64 years,2015/2016,51.2
Males,Central Coast,35-64 years,2016/2017,41.4
Males,Central Coast,35-64 years,2017/2018,43.2
Males,Central Coast,35-64 years,2018/2019,50.3
Males,Central Coast,35-64 years,2019/2020,48.1
Males,Central Coast,35-64 years,2020/2021,29.8
Males,Central Coast,35-64 years,2021/2022,34.5
Males,Central Coast,65+ years,2001/2002,50.8
Males,Central Coast,65+ years,2002/2003,80.3
Males,Central Coast,65+ years,2003/2004,42.4
Males,Central Coast,65+ years,2004/2005,61.8
Males,Central Coast,65+ years,2005/2006,61.2
Males,Central Coast,65+ years,2006/2007,56.4
Males,Central Coast,65+ years,2007/2008,55.4
Males,Central Coast,65+ years,2008/2009,36.0
Males,Central Coast,65+ years,2009/2010,63.8
Males,Central Coast,65+ years,2010/2011,34.0
Males,Central Coast,65+ years,2011/2012,33.4
Males,Central Coast,65+ years,2012/2013,40.4
Males,Central Coast,65+ years,2013/2014,24.1
Males,Central Coast,65+ years,2014/2015,42.9
Males,Central Coast,65+ years,2015/2016,37.5
Males,Central Coast,65+ years,2016/2017,44.9
Males,Central Coast,65+ years,2017/2018,57.5
Males,Central Coast,65+ years,2018/2019,56.6
Males,Central Coast,65+ years,2019/2020,40.1
Males,Central Coast,65+ years,2020/2021,17.5
Males,Central Coast,65+ years,2021/2022,61.0
Males,Hunter New England,5-34 years,2001/2002,171.4
Males,Hunter New England,5-34 years,2002/2003,123.5
Males,Hunter New England,5-34 years,2003/2004,123.2
Males,Hunter New England,5-34 years,2004/2005,123.0
Males,Hunter New England,5-34 years,2005/2006,108.5
Males,Hunter New England,5-34 years,2006/2007,120.2
Males,Hunter New England,5-34 years,2007/2008,113.3
Males,Hunter New England,5-34 years,2008/2009,92.0
