sex,lhd,risk group,financial year,"rate per 100,000 population"
Females,Northern NSW,65+ years,2017/2018,124.4
Females,Northern NSW,65+ years,2018/2019,99.1
Females,Northern NSW,65+ years,2019/2020,84.2
Females,Northern NSW,65+ years,2020/2021,76.5
Females,Northern NSW,65+ years,2021/2022,73.1
Females,Mid North Coast,5-34 years,2001/2002,156.2
Females,Mid North Coast,5-34 years,2002/2003,158.8
Females,Mid North Coast,5-34 years,2003/2004,185.3
Females,Mid North Coast,5-34 years,2004/2005,189.3
Females,Mid North Coast,5-34 years,2005/2006,180.2
Females,Mid North Coast,5-34 years,2006/2007,185.8
Females,Mid North Coast,5-34 years,2007/2008,182.7
Females,Mid North Coast,5-34 years,2008/2009,125.1
Females,Mid North Coast,5-34 years,2009/2010,95.5
Females,Mid North Coast,5-34 years,2010/2011,153.0
Females,Mid North Coast,5-34 years,2011/2012,209.0
Females,Mid North Coast,5-34 years,2012/2013,142.8
Females,Mid North Coast,5-34 years,2013/2014,181.2
Females,Mid North Coast,5-34 years,2014/2015,172.3
Females,Mid North Coast,5-34 years,2015/2016,141.9
Females,Mid North Coast,5-34 years,2016/2017,190.8
Females,Mid North Coast,5-34 years,2017/2018,159.4
Females,Mid North Coast,5-34 years,2018/2019,173.8
Females,Mid North Coast,5-34 years,2019/2020,114.8
Females,Mid North Coast,5-34 years,2020/2021,110.2
Females,Mid North Coast,5-34 years,2021/2022,74.1
Females,Mid North Coast,35-64 years,2001/2002,138.8
Females,Mid North Coast,35-64 years,2002/2003,118.9
Females,Mid North Coast,35-64 years,2003/2004,119.1
Females,Mid North Coast,35-64 years,2004/2005,118.4
Females,Mid North Coast,35-64 years,2005/2006,111.0
Females,Mid North Coast,35-64 years,2006/2007,121.0
Females,Mid North Coast,35-64 years,2007/2008,92.0
Females,Mid North Coast,35-64 years,2008/2009,86.7
Females,Mid North Coast,35-64 years,2009/2010,108.3
Females,Mid North Coast,35-64 years,2010/2011,86.6
Females,Mid North Coast,35-64 years,2011/2012,114.6
Females,Mid North Coast,35-64 years,2012/2013,128.2
Females,Mid North Coast,35-64 years,2013/2014,178.6
Females,Mid North Coast,35-64 years,2014/2015,130.6
Females,Mid North Coast,35-64 years,2015/2016,85.3
Females,Mid North Coast,35-64 years,2016/2017,127.7
Females,Mid North Coast,35-64 years,2017/2018,107.7
Females,Mid North Coast,35-64 years,2018/2019,89.3
Females,Mid North Coast,35-64 years,2019/2020,76.4
Females,Mid North Coast,35-64 years,2020/2021,36.6
Females,Mid North Coast,35-64 years,2021/2022,36.3
Females,Mid North Coast,65+ years,2001/2002,127.7
Females,Mid North Coast,65+ years,2002/2003,155.0
Females,Mid North Coast,65+ years,2003/2004,119.8
Females,Mid North Coast,65+ years,2004/2005,66.0
Females,Mid North Coast,65+ years,2005/2006,85.5
Females,Mid North Coast,65+ years,2006/2007,100.9
Females,Mid North Coast,65+ years,2007/2008,116.9
Females,Mid North Coast,65+ years,2008/2009,68.6
Females,Mid North Coast,65+ years,2009/2010,99.2
Females,Mid North Coast,65+ years,2010/2011,71.3
Females,Mid North Coast,65+ years,2011/2012,81.6
Females,Mid North Coast,65+ years,2012/2013,89.0
Females,Mid North Coast,65+ years,2013/2014,96.6
Females,Mid North Coast,65+ years,2014/2015,101.2
Females,Mid North Coast,65+ years,2015/2016,47.1
Females,Mid North Coast,65+ years,2016/2017,175.8
Females,Mid North Coast,65+ years,2017/2018,73.1
Females,Mid North Coast,65+ years,2018/2019,79.1
Females,Mid North Coast,65+ years,2019/2020,112.1
Females,Mid North Coast,65+ years,2020/2021,51.6
Females,Mid North Coast,65+ years,2021/2022,64.3
Females,Southern NSW,5-34 years,2001/2002,198.5
Females,Southern NSW,5-34 years,2002/2003,140.5
Females,Southern NSW,5-34 years,2003/2004,123.7
Females,Southern NSW,5-34 years,2004/2005,110.8
Females,Southern NSW,5-34 years,2005/2006,121.9
Females,Southern NSW,5-34 years,2006/2007,125.0
Females,Southern NSW,5-34 years,2007/2008,125.6
Females,Southern NSW,5-34 years,2008/2009,116.8
Females,Southern NSW,5-34 years,2009/2010,124.4
Females,Southern NSW,5-34 years,2010/2011,134.2
Females,Southern NSW,5-34 years,2011/2012,124.6
Females,Southern NSW,5-34 years,2012/2013,92.2
Females,Southern NSW,5-34 years,2013/2014,129.5
Females,Southern NSW,5-34 years,2014/2015,102.9
Females,Southern NSW,5-34 years,2015/2016,125.2
Females,Southern NSW,5-34 years,2016/2017,143.8
Females,Southern NSW,5-34 years,2017/2018,172.3
Females,Southern NSW,5-34 years,2018/2019,144.3
Females,Southern NSW,5-34 years,2019/2020,130.8
Females,Southern NSW,5-34 years,2020/2021,97.1
Females,Southern NSW,5-34 years,2021/2022,108.1
Females,Southern NSW,35-64 years,2001/2002,114.5
Females,Southern NSW,35-64 years,2002/2003,90.9
Females,Southern NSW,35-64 years,2003/2004,169.1
Females,Southern NSW,35-64 years,2004/2005,216.3
Females,Southern NSW,35-64 years,2005/2006,140.4
Females,Southern NSW,35-64 years,2006/2007,88.0
Females,Southern NSW,35-64 years,2007/2008,106.4
Females,Southern NSW,35-64 years,2008/2009,110.2
Females,Southern NSW,35-64 years,2009/2010,127.2
Females,Southern NSW,35-64 years,2010/2011,75.8
Females,Southern NSW,35-64 years,2011/2012,104.8
Females,Southern NSW,35-64 years,2012/2013,128.1
Females,Southern NSW,35-64 years,2013/2014,102.8
Females,Southern NSW,35-64 years,2014/2015,81.5
Females,Southern NSW,35-64 years,2015/2016,88.1
Females,Southern NSW,35-64 years,2016/2017,94.2
Females,Southern NSW,35-64 years,2017/2018,106.3
Females,Southern NSW,35-64 years,2018/2019,121.8
Females,Southern NSW,35-64 years,2019/2020,113.5
Females,Southern NSW,35-64 years,2020/2021,79.3
Females,Southern NSW,35-64 years,2021/2022,66.8
Females,Southern NSW,65+ years,2001/2002,193.3
Females,Southern NSW,65+ years,2002/2003,197.7
Females,Southern NSW,65+ years,2003/2004,206.8
Females,Southern NSW,65+ years,2004/2005,121.8
Females,Southern NSW,65+ years,2005/2006,130.4
Females,Southern NSW,65+ years,2006/2007,138.4
Females,Southern NSW,65+ years,2007/2008,137.6
Females,Southern NSW,65+ years,2008/2009,108.3
Females,Southern NSW,65+ years,2009/2010,143.4
Females,Southern NSW,65+ years,2010/2011,31.6
Females,Southern NSW,65+ years,2011/2012,125.9
Females,Southern NSW,65+ years,2012/2013,148.6
Females,Southern NSW,65+ years,2013/2014,73.9
Females,Southern NSW,65+ years,2014/2015,117.3
Females,Southern NSW,65+ years,2015/2016,90.7
Females,Southern NSW,65+ years,2016/2017,88.9
Females,Southern NSW,65+ years,2017/2018,137.0
Females,Southern NSW,65+ years,2018/2019,66.7
Females,Southern NSW,65+ years,2019/2020,93.8
Females,Southern NSW,65+ years,2020/2021,62.0
Females,Southern NSW,65+ years,2021/2022,64.1
Females,Murrumbidgee,5-34 years,2001/2002,168.6
Females,Murrumbidgee,5-34 years,2002/2003,164.7
Females,Murrumbidgee,5-34 years,2003/2004,184.0
Females,Murrumbidgee,5-34 years,2004/2005,153.9
Females,Murrumbidgee,5-34 years,2005/2006,168.9
Females,Murrumbidgee,5-34 years,2006/2007,191.4
Females,Murrumbidgee,5-34 years,2007/2008,179.0
Females,Murrumbidgee,5-34 years,2008/2009,145.8
Females,Murrumbidgee,5-34 years,2009/2010,142.8
Females,Murrumbidgee,5-34 years,2010/2011,185.7
Females,Murrumbidgee,5-34 years,2011/2012,156.9
Females,Murrumbidgee,5-34 years,2012/2013,189.0
Females,Murrumbidgee,5-34 years,2013/2014,250.0
Females,Murrumbidgee,5-34 years,2014/2015,172.1
Females,Murrumbidgee,5-34 years,2015/2016,161.8
Females,Murrumbidgee,5-34 years,2016/2017,214.7
Females,Murrumbidgee,5-34 years,2017/2018,168.9
Females,Murrumbidgee,5-34 years,2018/2019,201.3
Females,Murrumbidgee,5-34 years,2019/2020,188.4
Females,Murrumbidgee,5-34 years,2020/2021,144.1
Females,Murrumbidgee,5-34 years,2021/2022,174.9
Females,Murrumbidgee,35-64 years,2001/2002,247.6
Females,Murrumbidgee,35-64 years,2002/2003,201.7
Females,Murrumbidgee,35-64 years,2003/2004,207.9
Females,Murrumbidgee,35-64 years,2004/2005,186.8
Females,Murrumbidgee,35-64 years,2005/2006,192.5
Females,Murrumbidgee,35-64 years,2006/2007,140.8
Females,Murrumbidgee,35-64 years,2007/2008,122.4
Females,Murrumbidgee,35-64 years,2008/2009,157.7
Females,Murrumbidgee,35-64 years,2009/2010,141.2
Females,Murrumbidgee,35-64 years,2010/2011,174.4
Females,Murrumbidgee,35-64 years,2011/2012,206.5
Females,Murrumbidgee,35-64 years,2012/2013,191.3
Females,Murrumbidgee,35-64 years,2013/2014,185.4
Females,Murrumbidgee,35-64 years,2014/2015,183.2
Females,Murrumbidgee,35-64 years,2015/2016,193.4
Females,Murrumbidgee,35-64 years,2016/2017,227.9
Females,Murrumbidgee,35-64 years,2017/2018,203.9
Females,Murrumbidgee,35-64 years,2018/2019,165.1
Females,Murrumbidgee,35-64 years,2019/2020,139.0
Females,Murrumbidgee,35-64 years,2020/2021,123.8
Females,Murrumbidgee,35-64 years,2021/2022,161.4
Females,Murrumbidgee,65+ years,2001/2002,487.0
Females,Murrumbidgee,65+ years,2002/2003,344.7
Females,Murrumbidgee,65+ years,2003/2004,400.7
Females,Murrumbidgee,65+ years,2004/2005,340.8
Females,Murrumbidgee,65+ years,2005/2006,197.0
Females,Murrumbidgee,65+ years,2006/2007,235.0
Females,Murrumbidgee,65+ years,2007/2008,208.5
Females,Murrumbidgee,65+ years,2008/2009,206.8
Females,Murrumbidgee,65+ years,2009/2010,294.7
Females,Murrumbidgee,65+ years,2010/2011,152.8
Females,Murrumbidgee,65+ years,2011/2012,198.6
Females,Murrumbidgee,65+ years,2012/2013,284.6
Females,Murrumbidgee,65+ years,2013/2014,399.8
Females,Murrumbidgee,65+ years,2014/2015,374.7
Females,Murrumbidgee,65+ years,2015/2016,214.6
Females,Murrumbidgee,65+ years,2016/2017,331.0
Females,Murrumbidgee,65+ years,2017/2018,312.2
Females,Murrumbidgee,65+ years,2018/2019,230.5
Females,Murrumbidgee,65+ years,2019/2020,235.6
Females,Murrumbidgee,65+ years,2020/2021,131.9
Females,Murrumbidgee,65+ years,2021/2022,314.7
Females,Western NSW,5-34 years,2001/2002,225.7
Females,Western NSW,5-34 years,2002/2003,164.0
Females,Western NSW,5-34 years,2003/2004,196.9
Females,Western NSW,5-34 years,2004/2005,181.1
Females,Western NSW,5-34 years,2005/2006,246.6
Females,Western NSW,5-34 years,2006/2007,184.5
Females,Western NSW,5-34 years,2007/2008,146.8
Females,Western NSW,5-34 years,2008/2009,125.0
Females,Western NSW,5-34 years,2009/2010,124.4
Females,Western NSW,5-34 years,2010/2011,128.1
Females,Western NSW,5-34 years,2011/2012,143.8
Females,Western NSW,5-34 years,2012/2013,140.0
Females,Western NSW,5-34 years,2013/2014,116.6
Females,Western NSW,5-34 years,2014/2015,107.7
Females,Western NSW,5-34 years,2015/2016,109.0
Females,Western NSW,5-34 years,2016/2017,127.1
Females,Western NSW,5-34 years,2017/2018,93.8
Females,Western NSW,5-34 years,2018/2019,101.5
Females,Western NSW,5-34 years,2019/2020,112.9
Females,Western NSW,5-34 years,2020/2021,97.4
Females,Western NSW,5-34 years,2021/2022,118.6
Females,Western NSW,35-64 years,2001/2002,326.8
Females,Western NSW,35-64 years,2002/2003,266.1
Females,Western NSW,35-64 years,2003/2004,267.3
Females,Western NSW,35-64 years,2004/2005,177.1
Females,Western NSW,35-64 years,2005/2006,218.4
Females,Western NSW,35-64 years,2006/2007,179.8
Females,Western NSW,35-64 years,2007/2008,172.0
Females,Western NSW,35-64 years,2008/2009,131.9
Females,Western NSW,35-64 years,2009/2010,139.6
Females,Western NSW,35-64 years,2010/2011,196.8
Females,Western NSW,35-64 years,2011/2012,123.8
Females,Western NSW,35-64 years,2012/2013,128.0
Females,Western NSW,35-64 years,2013/2014,112.5
Females,Western NSW,35-64 years,2014/2015,155.2
Females,Western NSW,35-64 years,2015/2016,127.7
Females,Western NSW,35-64 years,2016/2017,145.3
Females,Western NSW,35-64 years,2017/2018,132.9
Females,Western NSW,35-64 years,2018/2019,103.9
Females,Western NSW,35-64 years,2019/2020,195.5
Females,Western NSW,35-64 years,2020/2021,83.1
Females,Western NSW,35-64 years,2021/2022,59.7
Females,Western NSW,65+ years,2001/2002,274.5
Females,Western NSW,65+ years,2002/2003,338.6
Females,Western NSW,65+ years,2003/2004,302.7
Females,Western NSW,65+ years,2004/2005,192.7
Females,Western NSW,65+ years,2005/2006,283.4
Females,Western NSW,65+ years,2006/2007,177.6
Females,Western NSW,65+ years,2007/2008,226.6
Females,Western NSW,65+ years,2008/2009,104.2
Females,Western NSW,65+ years,2009/2010,128.4
Females,Western NSW,65+ years,2010/2011,174.4
Females,Western NSW,65+ years,2011/2012,220.2
Females,Western NSW,65+ years,2012/2013,145.1
Females,Western NSW,65+ years,2013/2014,104.0
Females,Western NSW,65+ years,2014/2015,125.3
Females,Western NSW,65+ years,2015/2016,115.0
Females,Western NSW,65+ years,2016/2017,124.8
Females,Western NSW,65+ years,2017/2018,144.6
Females,Western NSW,65+ years,2018/2019,129.7
Females,Western NSW,65+ years,2019/2020,150.1
Females,Western NSW,65+ years,2020/2021,73.2
Females,Western NSW,65+ years,2021/2022,97.9
Females,Far West,5-34 years,2001/2002,227.2
Females,Far West,5-34 years,2002/2003,148.5
Females,Far West,5-34 years,2003/2004,149.3
Females,Far West,5-34 years,2004/2005,141.4
Females,Far West,5-34 years,2005/2006,95.2
Females,Far West,5-34 years,2006/2007,261.9
Females,Far West,5-34 years,2007/2008,58.9
Females,Far West,5-34 years,2008/2009,169.0
Females,Far West,5-34 years,2009/2010,68.1
Females,Far West,5-34 years,2010/2011,180.5
Females,Far West,5-34 years,2011/2012,251.6
Females,Far West,5-34 years,2012/2013,215.4
Females,Far West,5-34 years,2013/2014,147.4
Females,Far West,5-34 years,2014/2015,181.9
Females,Far West,5-34 years,2015/2016,416.0
Females,Far West,5-34 years,2016/2017,204.1
Females,Far West,5-34 years,2017/2018,287.9
Females,Far West,5-34 years,2018/2019,284.3
Females,Far West,5-34 years,2019/2020,209.9
Females,Far West,5-34 years,2020/2021,193.5
Females,Far West,5-34 years,2021/2022,109.4
Females,Far West,35-64 years,2001/2002,263.0
Females,Far West,35-64 years,2002/2003,241.7
Females,Far West,35-64 years,2003/2004,105.5
Females,Far West,35-64 years,2004/2005,92.3
Females,Far West,35-64 years,2005/2006,98.4
Females,Far West,35-64 years,2006/2007,89.0
Females,Far West,35-64 years,2007/2008,98.9
Females,Far West,35-64 years,2008/2009,50.1
Females,Far West,35-64 years,2009/2010,56.8
Females,Far West,35-64 years,2010/2011,147.6
Females,Far West,35-64 years,2011/2012,138.8
Females,Far West,35-64 years,2012/2013,340.0
Females,Far West,35-64 years,2013/2014,258.9
Females,Far West,35-64 years,2014/2015,195.4
Females,Far West,35-64 years,2015/2016,33.6
Females,Far West,35-64 years,2016/2017,171.2
Females,Far West,35-64 years,2017/2018,44.7
Females,Far West,35-64 years,2018/2019,164.5
Females,Far West,35-64 years,2019/2020,59.2
Females,Far West,35-64 years,2020/2021,57.2
Females,Far West,35-64 years,2021/2022,63.4
Females,Far West,65+ years,2001/2002,491.1
Females,Far West,65+ years,2002/2003,346.3
Females,Far West,65+ years,2003/2004,172.2
Females,Far West,65+ years,2004/2005,75.5
Females,Far West,65+ years,2005/2006,27.0
Females,Far West,65+ years,2006/2007,69.9
Females,Far West,65+ years,2007/2008,90.0
Females,Far West,65+ years,2008/2009,25.2
Females,Far West,65+ years,2009/2010,25.1
Females,Far West,65+ years,2010/2011,36.6
Females,Far West,65+ years,2011/2012,79.1
Females,Far West,65+ years,2012/2013,182.1
Females,Far West,65+ years,2013/2014,139.6
Females,Far West,65+ years,2014/2015,225.6
Females,Far West,65+ years,2015/2016,100.2
Females,Far West,65+ years,2016/2017,304.9
Females,Far West,65+ years,2017/2018,293.6
Females,Far West,65+ years,2018/2019,132.1
Females,Far West,65+ years,2019/2020,66.2
Females,Far West,65+ years,2020/2021,148.3
Females,Far West,65+ years,2021/2022,141.1
Persons,Sydney,5-34 years,2001/2002,108.7
Persons,Sydney,5-34 years,2002/2003,105.0
Persons,Sydney,5-34 years,2003/2004,113.2
Persons,Sydney,5-34 years,2004/2005,119.5
Persons,Sydney,5-34 years,2005/2006,109.4
Persons,Sydney,5-34 years,2006/2007,103.6
Persons,Sydney,5-34 years,2007/2008,105.4
Persons,Sydney,5-34 years,2008/2009,111.6
Persons,Sydney,5-34 years,2009/2010,123.6
Persons,Sydney,5-34 years,2010/2011,94.8
Persons,Sydney,5-34 years,2011/2012,113.0
Persons,Sydney,5-34 years,2012/2013,112.2
Persons,Sydney,5-34 years,2013/2014,130.2
Persons,Sydney,5-34 years,2014/2015,100.2
Persons,Sydney,5-34 years,2015/2016,112.3
Persons,Sydney,5-34 years,2016/2017,123.1
Persons,Sydney,5-34 years,2017/2018,123.4
Persons,Sydney,5-34 years,2018/2019,132.1
Persons,Sydney,5-34 years,2019/2020,146.9
Persons,Sydney,5-34 years,2020/2021,147.7
Persons,Sydney,5-34 years,2021/2022,111.9
Persons,Sydney,35-64 years,2001/2002,69.0
Persons,Sydney,35-64 years,2002/2003,62.2
Persons,Sydney,35-64 years,2003/2004,58.9
Persons,Sydney,35-64 years,2004/2005,58.0
Persons,Sydney,35-64 years,2005/2006,47.7
Persons,Sydney,35-64 years,2006/2007,63.6
Persons,Sydney,35-64 years,2007/2008,47.6
Persons,Sydney,35-64 years,2008/2009,41.0
Persons,Sydney,35-64 years,2009/2010,49.5
Persons,Sydney,35-64 years,2010/2011,46.4
Persons,Sydney,35-64 years,2011/2012,68.4
Persons,Sydney,35-64 years,2012/2013,46.1
Persons,Sydney,35-64 years,2013/2014,46.9
Persons,Sydney,35-64 years,2014/2015,47.3
Persons,Sydney,35-64 years,2015/2016,48.2
Persons,Sydney,35-64 years,2016/2017,70.5
Persons,Sydney,35-64 years,2017/2018,58.5
Persons,Sydney,35-64 years,2018/2019,74.9
Persons,Sydney,35-64 years,2019/2020,65.8
Persons,Sydney,35-64 years,2020/2021,31.9
Persons,Sydney,35-64 years,2021/2022,28.2
Persons,Sydney,65+ years,2001/2002,116.4
Persons,Sydney,65+ years,2002/2003,141.1
Persons,Sydney,65+ years,2003/2004,127.7
Persons,Sydney,65+ years,2004/2005,119.4
Persons,Sydney,65+ years,2005/2006,107.6
Persons,Sydney,65+ years,2006/2007,113.3
Persons,Sydney,65+ years,2007/2008,124.3
Persons,Sydney,65+ years,2008/2009,103.6
Persons,Sydney,65+ years,2009/2010,94.0
Persons,Sydney,65+ years,2010/2011,96.8
Persons,Sydney,65+ years,2011/2012,129.3
Persons,Sydney,65+ years,2012/2013,126.1
Persons,Sydney,65+ years,2013/2014,111.6
Persons,Sydney,65+ years,2014/2015,101.5
Persons,Sydney,65+ years,2015/2016,145.5
Persons,Sydney,65+ years,2016/2017,147.8
Persons,Sydney,65+ years,2017/2018,160.9
Persons,Sydney,65+ years,2018/2019,133.8
Persons,Sydney,65+ years,2019/2020,97.4
Persons,Sydney,65+ years,2020/2021,62.6
Persons,Sydney,65+ years,2021/2022,63.8
Persons,South Western Sydney,5-34 years,2001/2002,127.2
Persons,South Western Sydney,5-34 years,2002/2003,108.3
Persons,South Western Sydney,5-34 years,2003/2004,116.7
Persons,South Western Sydney,5-34 years,2004/2005,105.9
Persons,South Western Sydney,5-34 years,2005/2006,123.4
Persons,South Western Sydney,5-34 years,2006/2007,145.4
Persons,South Western Sydney,5-34 years,2007/2008,131.5
Persons,South Western Sydney,5-34 years,2008/2009,128.9
Persons,South Western Sydney,5-34 years,2009/2010,141.7
Persons,South Western Sydney,5-34 years,2010/2011,126.8
Persons,South Western Sydney,5-34 years,2011/2012,166.0
Persons,South Western Sydney,5-34 years,2012/2013,145.1
Persons,South Western Sydney,5-34 years,2013/2014,167.9
Persons,South Western Sydney,5-34 years,2014/2015,161.9
Persons,South Western Sydney,5-34 years,2015/2016,175.4
Persons,South Western Sydney,5-34 years,2016/2017,189.0
Persons,South Western Sydney,5-34 years,2017/2018,171.5
Persons,South Western Sydney,5-34 years,2018/2019,176.9
Persons,South Western Sydney,5-34 years,2019/2020,156.1
Persons,South Western Sydney,5-34 years,2020/2021,131.2
Persons,South Western Sydney,5-34 years,2021/2022,120.9
Persons,South Western Sydney,35-64 years,2001/2002,84.8
Persons,South Western Sydney,35-64 years,2002/2003,62.3
Persons,South Western Sydney,35-64 years,2003/2004,58.1
Persons,South Western Sydney,35-64 years,2004/2005,64.0
Persons,South Western Sydney,35-64 years,2005/2006,47.8
Persons,South Western Sydney,35-64 years,2006/2007,57.5
Persons,South Western Sydney,35-64 years,2007/2008,60.7
Persons,South Western Sydney,35-64 years,2008/2009,60.3
Persons,South Western Sydney,35-64 years,2009/2010,63.6
Persons,South Western Sydney,35-64 years,2010/2011,56.8
Persons,South Western Sydney,35-64 years,2011/2012,65.7
Persons,South Western Sydney,35-64 years,2012/2013,67.8
Persons,South Western Sydney,35-64 years,2013/2014,65.9
Persons,South Western Sydney,35-64 years,2014/2015,74.3
Persons,South Western Sydney,35-64 years,2015/2016,69.9
Persons,South Western Sydney,35-64 years,2016/2017,78.5
Persons,South Western Sydney,35-64 years,2017/2018,85.2
Persons,South Western Sydney,35-64 years,2018/2019,90.1
Persons,South Western Sydney,35-64 years,2019/2020,72.4
Persons,South Western Sydney,35-64 years,2020/2021,54.8
Persons,South Western Sydney,35-64 years,2021/2022,59.8
Persons,South Western Sydney,65+ years,2001/2002,124.4
Persons,South Western Sydney,65+ years,2002/2003,150.5
Persons,South Western Sydney,65+ years,2003/2004,111.1
Persons,South Western Sydney,65+ years,2004/2005,96.0
Persons,South Western Sydney,65+ years,2005/2006,98.0
Persons,South Western Sydney,65+ years,2006/2007,116.3
Persons,South Western Sydney,65+ years,2007/2008,105.0
Persons,South Western Sydney,65+ years,2008/2009,98.0
Persons,South Western Sydney,65+ years,2009/2010,146.3
Persons,South Western Sydney,65+ years,2010/2011,116.8
Persons,South Western Sydney,65+ years,2011/2012,147.2
Persons,South Western Sydney,65+ years,2012/2013,118.7
Persons,South Western Sydney,65+ years,2013/2014,127.6
Persons,South Western Sydney,65+ years,2014/2015,125.1
Persons,South Western Sydney,65+ years,2015/2016,121.7
Persons,South Western Sydney,65+ years,2016/2017,136.6
Persons,South Western Sydney,65+ years,2017/2018,147.7
Persons,South Western Sydney,65+ years,2018/2019,166.6
Persons,South Western Sydney,65+ years,2019/2020,140.2
Persons,South Western Sydney,65+ years,2020/2021,62.8
Persons,South Western Sydney,65+ years,2021/2022,92.5
Persons,South Eastern Sydney,5-34 years,2001/2002,125.4
Persons,South Eastern Sydney,5-34 years,2002/2003,101.7
Persons,South Eastern Sydney,5-34 years,2003/2004,103.7
Persons,South Eastern Sydney,5-34 years,2004/2005,118.5
Persons,South Eastern Sydney,5-34 years,2005/2006,106.6
Persons,South Eastern Sydney,5-34 years,2006/2007,117.7
Persons,South Eastern Sydney,5-34 years,2007/2008,113.1
Persons,South Eastern Sydney,5-34 years,2008/2009,92.4
Persons,South Eastern Sydney,5-34 years,2009/2010,119.7
Persons,South Eastern Sydney,5-34 years,2010/2011,81.3
Persons,South Eastern Sydney,5-34 years,2011/2012,114.9
Persons,South Eastern Sydney,5-34 years,2012/2013,114.8
Persons,South Eastern Sydney,5-34 years,2013/2014,131.3
Persons,South Eastern Sydney,5-34 years,2014/2015,111.3
Persons,South Eastern Sydney,5-34 years,2015/2016,109.6
Persons,South Eastern Sydney,5-34 years,2016/2017,110.1
Persons,South Eastern Sydney,5-34 years,2017/2018,109.3
Persons,South Eastern Sydney,5-34 years,2018/2019,149.4
Persons,South Eastern Sydney,5-34 years,2019/2020,132.3
Persons,South Eastern Sydney,5-34 years,2020/2021,102.6
Persons,South Eastern Sydney,5-34 years,2021/2022,109.4
Persons,South Eastern Sydney,35-64 years,2001/2002,55.0
Persons,South Eastern Sydney,35-64 years,2002/2003,56.7
Persons,South Eastern Sydney,35-64 years,2003/2004,50.6
Persons,South Eastern Sydney,35-64 years,2004/2005,51.2
Persons,South Eastern Sydney,35-64 years,2005/2006,58.6
Persons,South Eastern Sydney,35-64 years,2006/2007,53.4
Persons,South Eastern Sydney,35-64 years,2007/2008,60.0
Persons,South Eastern Sydney,35-64 years,2008/2009,44.2
Persons,South Eastern Sydney,35-64 years,2009/2010,52.4
Persons,South Eastern Sydney,35-64 years,2010/2011,46.8
Persons,South Eastern Sydney,35-64 years,2011/2012,55.7
Persons,South Eastern Sydney,35-64 years,2012/2013,44.2
Persons,South Eastern Sydney,35-64 years,2013/2014,51.3
Persons,South Eastern Sydney,35-64 years,2014/2015,46.6
Persons,South Eastern Sydney,35-64 years,2015/2016,41.1
Persons,South Eastern Sydney,35-64 years,2016/2017,49.4
Persons,South Eastern Sydney,35-64 years,2017/2018,55.9
Persons,South Eastern Sydney,35-64 years,2018/2019,62.9
Persons,South Eastern Sydney,35-64 years,2019/2020,50.6
Persons,South Eastern Sydney,35-64 years,2020/2021,32.1
Persons,South Eastern Sydney,35-64 years,2021/2022,33.6
Persons,South Eastern Sydney,65+ years,2001/2002,95.2
Persons,South Eastern Sydney,65+ years,2002/2003,104.8
Persons,South Eastern Sydney,65+ years,2003/2004,89.9
Persons,South Eastern Sydney,65+ years,2004/2005,92.9
Persons,South Eastern Sydney,65+ years,2005/2006,97.3
Persons,South Eastern Sydney,65+ years,2006/2007,98.2
Persons,South Eastern Sydney,65+ years,2007/2008,112.9
Persons,South Eastern Sydney,65+ years,2008/2009,87.0
Persons,South Eastern Sydney,65+ years,2009/2010,92.6
Persons,South Eastern Sydney,65+ years,2010/2011,83.4
Persons,South Eastern Sydney,65+ years,2011/2012,91.4
Persons,South Eastern Sydney,65+ years,2012/2013,117.1
Persons,South Eastern Sydney,65+ years,2013/2014,115.9
Persons,South Eastern Sydney,65+ years,2014/2015,106.1
Persons,South Eastern Sydney,65+ years,2015/2016,109.2
Persons,South Eastern Sydney,65+ years,2016/2017,110.0
Persons,South Eastern Sydney,65+ years,2017/2018,132.6
Persons,South Eastern Sydney,65+ years,2018/2019,113.0
Persons,South Eastern Sydney,65+ years,2019/2020,109.9
Persons,South Eastern Sydney,65+ years,2020/2021,64.7
Persons,South Eastern Sydney,65+ years,2021/2022,67.9
Persons,Illawarra Shoalhaven,5-34 years,2001/2002,93.8
Persons,Illawarra Shoalhaven,5-34 years,2002/2003,87.6
Persons,Illawarra Shoalhaven,5-34 years,2003/2004,106.0
Persons,Illawarra Shoalhaven,5-34 years,2004/2005,103.6
Persons,Illawarra Shoalhaven,5-34 years,2005/2006,91.1
Persons,Illawarra Shoalhaven,5-34 years,2006/2007,132.1
Persons,Illawarra Shoalhaven,5-34 years,2007/2008,127.5
Persons,Illawarra Shoalhaven,5-34 years,2008/2009,94.0
Persons,Illawarra Shoalhaven,5-34 years,2009/2010,119.7
Persons,Illawarra Shoalhaven,5-34 years,2010/2011,115.4
Persons,Illawarra Shoalhaven,5-34 years,2011/2012,100.8
Persons,Illawarra Shoalhaven,5-34 years,2012/2013,96.7
Persons,Illawarra Shoalhaven,5-34 years,2013/2014,92.6
Persons,Illawarra Shoalhaven,5-34 years,2014/2015,95.3
Persons,Illawarra Shoalhaven,5-34 years,2015/2016,127.9
Persons,Illawarra Shoalhaven,5-34 years,2016/2017,128.5
Persons,Illawarra Shoalhaven,5-34 years,2017/2018,105.4
Persons,Illawarra Shoalhaven,5-34 years,2018/2019,101.1
Persons,Illawarra Shoalhaven,5-34 years,2019/2020,81.9
Persons,Illawarra Shoalhaven,5-34 years,2020/2021,70.7
