year-month,lhd,NO pphm,NO2 pphm,OZONE pphm,asthma edp
2020-05,Mid North Coast,0.1,0.3,1.7732589449337584,17.6
2020-06,Mid North Coast,0.2,0.5,1.65,37.8
2020-07,Mid North Coast,0.2,0.5,1.7999999999999998,36.8
2020-08,Mid North Coast,0.1,0.45,2.2,35.8
2020-09,Mid North Coast,0.1,0.35,2.35,14.6
2020-10,Mid North Coast,0.1,0.25,2.45,20.4
2020-11,Mid North Coast,0.1,0.2,2.3,20.3
2020-12,Mid North Coast,0.1,0.25,1.84613283391918,21.9
2021-01,Mid North Coast,0.1,0.15,1.4500000000000002,14.3
2021-02,Mid North Coast,0.1,0.2,1.4,17.3
2021-03,Mid North Coast,0.15,0.25,1.5499999999999998,25.9
2021-04,Mid North Coast,0.2,0.4,1.5499999999999998,40.2
2021-05,Mid North Coast,0.25,0.4,1.4,49.6
2021-06,Mid North Coast,0.2402754426984235,0.3880531936474892,1.5072998645392564,47.5
2021-07,Mid North Coast,0.25,0.4,1.65,35.3
2021-08,Mid North Coast,0.1,0.35,1.95,26.4
2021-09,Mid North Coast,0.1,0.3,2.4000000000000004,16.1
2021-10,Mid North Coast,0.1,0.3,2.3,22.7
2021-11,Mid North Coast,0.1,0.2,1.8,21.8
2021-12,Mid North Coast,0.05,0.15,1.55,23.4
2022-01,Mid North Coast,0.05,0.05,1.0,23.5
2022-02,Mid North Coast,0.1583129357473812,0.1051557856736749,1.2000000000000002,13.8
2022-03,Mid North Coast,0.1,0.15,1.4,29.1
2022-04,Mid North Coast,0.05,0.25,1.4,26.9
2022-05,Mid North Coast,0.15,0.35,1.4,58.0
2022-06,Mid North Coast,0.3,0.45,1.4,65.4
2022-07,Mid North Coast,0.15,0.4,1.75,42.5
2022-08,Mid North Coast,0.2,0.35,1.75,42.1
2022-09,Mid North Coast,0.1,0.3,2.0,44.6
2022-10,Mid North Coast,0.1,0.2,1.85,42.6
2022-11,Mid North Coast,0.05,0.25,1.85,30.8
2022-12,Mid North Coast,0.1,0.15,1.4500000000000002,25.5
2023-01,Mid North Coast,0.05,0.15,1.1,19.3
2023-02,Mid North Coast,0.1,0.15,1.2000000000000002,22.8
2023-03,Mid North Coast,0.1107866608360332,0.2187619558900531,1.3682673743701268,22.5
2023-04,Mid North Coast,0.1,0.25,1.5499999999999998,32.8
2023-05,Mid North Coast,0.2,0.35,1.45,31.8
2023-06,Mid North Coast,0.25,0.45,1.25,33.5
2023-07,Mid North Coast,0.2,0.4,1.5,34.684615384615384
2023-08,Mid North Coast,0.1,0.35,1.9,35.86923076923077
2023-09,Mid North Coast,0.0,0.3,2.35,37.05384615384615
2023-10,Mid North Coast,0.05,0.2,2.5,38.238461538461536
2023-11,Mid North Coast,0.05,0.2,1.9,39.42307692307692
2023-12,Mid North Coast,0.0,0.1,2.1,40.607692307692304
2024-01,Mid North Coast,0.0163707482353339,0.084100117922718,1.422311051914252,41.79230769230769
2024-02,Mid North Coast,0.1,0.1,1.4,42.97692307692307
2024-03,Mid North Coast,0.05,0.0537125015717201,1.2999999999999998,44.161538461538456
2024-04,Mid North Coast,0.0554833944517881,0.2156553141902908,1.6,45.34615384615384
2024-05,Mid North Coast,0.15,0.35,1.5499999999999998,46.53076923076923
2024-06,Mid North Coast,0.2,0.4,1.7000000000000002,47.715384615384615
2014-07,Murrumbidgee,0.3346410726918251,0.2746540164556039,1.6860655860140452,48.9
2014-08,Murrumbidgee,0.2993469867389736,0.3287031291134745,1.938025288229552,72.2
2014-09,Murrumbidgee,0.1372868301055086,0.3692814961002051,2.077727198834487,54.9
2014-10,Murrumbidgee,0.0886855135658876,0.2681152221062728,2.3821293410065243,72.2
2014-11,Murrumbidgee,0.0270902669438277,0.1865354421847669,2.490145706364935,53.4
2014-12,Murrumbidgee,0.0289481325439724,0.2876563846142678,2.3391005321832257,42.8
2015-01,Murrumbidgee,0.0,0.3026679605752211,2.1321246988644478,24.2
2015-02,Murrumbidgee,0.0282341475440656,0.2670677885263421,1.830871501973776,43.6
2015-03,Murrumbidgee,0.1664477938268105,0.2438863719420776,2.121381470624149,51.8
2015-04,Murrumbidgee,0.2009181906187178,0.2171836592081275,1.7580610053108183,49.2
2015-05,Murrumbidgee,0.3344668705479471,0.3565263890971978,1.5143929127322062,60.5
2015-06,Murrumbidgee,0.4601219346134535,0.3351604927986453,1.1926581713039994,63.8
2015-07,Murrumbidgee,0.3478786600954468,0.3740786022822012,1.4980200692072865,61.2
2015-08,Murrumbidgee,0.1777050918538076,0.2630281739385319,1.8580142144163816,63.2
2015-09,Murrumbidgee,0.0849695129540465,0.3019409395230356,2.0169831200283133,57.1
2015-10,Murrumbidgee,0.154764595905313,0.25,2.0899853455302684,85.2
2015-11,Murrumbidgee,0.0644611027300919,0.2761378640527553,2.2790921544771616,63.6
2015-12,Murrumbidgee,0.0581608530159321,0.3471289738355237,2.034572034842422,33.8
2016-01,Murrumbidgee,0.0164763292078804,0.2661938731142437,2.0985507408654254,31.1
2016-02,Murrumbidgee,0.0260050116345858,0.2572056762162794,2.042536921843588,51.4
2016-03,Murrumbidgee,0.0746131464568117,0.279102709597731,1.8253574698507589,51.7
2016-04,Murrumbidgee,0.1865928967708555,0.336551376908531,1.758265910394761,47.1
2016-05,Murrumbidgee,0.2101837065044451,0.3655325286107073,1.7157626253082905,59.9
2016-06,Murrumbidgee,0.3107076199504971,0.3069897565825658,1.5718702145480932,54.9
2016-07,Murrumbidgee,0.3297293593348698,0.3113147118882442,1.6909430138867458,60.9
2016-08,Murrumbidgee,0.3214608301229801,0.3066766079852239,1.7701920360920993,65.3
2016-09,Murrumbidgee,0.0951036112650589,0.3938220726790278,1.803038655782843,67.5
2016-10,Murrumbidgee,0.0633529428950261,0.3749430033810834,2.239306753250005,90.5
2016-11,Murrumbidgee,0.0162252204456022,0.3075381947363639,2.4046529555427663,90.7
2016-12,Murrumbidgee,0.0646358152012364,0.3933540200611745,2.403931441432685,60.3
2017-01,Murrumbidgee,0.05,0.3449332610661958,2.282486829088945,44.2
2017-02,Murrumbidgee,0.0782275167659354,0.2,2.2480629100705625,35.8
2017-03,Murrumbidgee,0.1156876015344587,0.2837978518844185,1.835301033890751,47.3
2017-04,Murrumbidgee,0.1457010066897809,0.3111394524669089,1.6803433022662466,46.5
2017-05,Murrumbidgee,0.3539842961564092,0.3787604884726668,1.4578308203961332,77.1
2017-06,Murrumbidgee,0.4168294160524007,0.4402616748436527,1.3894063533199916,54.3
2017-07,Murrumbidgee,0.282408595386833,0.2,1.6678448701276156,61.0
2017-08,Murrumbidgee,0.2398379618774802,0.1996991711729411,2.039576999122909,64.0
2017-09,Murrumbidgee,0.1706716026178,0.3034979240355386,2.2567369435973026,58.6
2017-10,Murrumbidgee,0.0901407323060521,0.3543227828300886,2.2369181900140838,70.8
2017-11,Murrumbidgee,0.0884180819983066,0.2525526629969759,1.968082072443588,62.3
2017-12,Murrumbidgee,0.0577751641715348,0.2556448230716648,2.2325607155455494,38.9
2018-01,Murrumbidgee,0.0862673319437066,0.3634566278471478,2.068469020530335,34.4
2018-02,Murrumbidgee,0.05,0.3082399676753918,1.8858257885005183,38.1
2018-03,Murrumbidgee,0.05,0.4318349531474612,2.035868883741682,42.0
2018-04,Murrumbidgee,0.05,0.5496306442681409,2.0350420723011124,37.2
2018-05,Murrumbidgee,0.3406474867990993,0.3525749118287378,1.4943431581032147,53.4
2018-06,Murrumbidgee,0.4754952012299515,0.3783258351844949,1.4551707551139328,46.1
2018-07,Murrumbidgee,0.4251907753286423,0.25,1.6830339916357766,53.2
2018-08,Murrumbidgee,0.2751384586766661,0.3719257440459154,1.850821006223485,51.9
2018-09,Murrumbidgee,0.2226716369800661,0.4056691204319849,1.7820964740534326,59.5
2018-10,Murrumbidgee,0.1026276444669201,0.1924476043064796,2.227711578697146,49.7
2018-11,Murrumbidgee,0.116735396856083,0.2556001674999099,2.2362690263146527,58.2
2018-12,Murrumbidgee,0.0643508881004527,0.314100414566131,2.2007442766668213,37.8
2019-01,Murrumbidgee,0.1638898879489462,0.25,2.38456227830842,26.0
2019-02,Murrumbidgee,0.1968920839920014,0.15,1.9998431948078157,43.1
2019-03,Murrumbidgee,0.0553234278810062,0.3545826789899729,1.8583972124395065,47.4
2019-04,Murrumbidgee,0.1652009663868517,0.4959305270213531,1.56695004990068,54.3
2019-05,Murrumbidgee,0.2463812647644209,0.4720861070752065,1.4038034175976706,51.9
2019-06,Murrumbidgee,0.3114168623440652,0.4010527368153042,1.4514479477045512,53.1
2019-07,Murrumbidgee,0.424714525197735,0.3859603313236731,1.4867665547128763,55.2
2019-08,Murrumbidgee,0.2926922931760557,0.4202523641576856,1.8354434550585648,55.2
2019-09,Murrumbidgee,0.2801673603301563,0.2475640197155161,1.9484402644596983,60.2
2019-10,Murrumbidgee,0.3861774930767068,0.2878864066639611,2.3158375237951008,54.8
2019-11,Murrumbidgee,0.1154765165672458,0.2957770861825053,2.958288142947694,61.1
2019-12,Murrumbidgee,0.2413707941958877,0.5401961552541477,2.8735734586333725,56.3
2020-01,Murrumbidgee,0.1362709442122809,0.3695293437990168,2.9235734586333724,59.6
2020-02,Murrumbidgee,0.05,0.2101802737737165,2.2042631611738197,33.6
2020-03,Murrumbidgee,0.111532288719097,0.3746851166361503,1.7547768095826628,43.0
2020-04,Murrumbidgee,0.1697325088954618,0.3766454479242992,1.7437294308755935,23.1
2020-05,Murrumbidgee,0.2588352552932123,0.4558275337652218,1.576550181839814,22.4
2020-06,Murrumbidgee,0.3501049439650722,0.4158341892418888,1.4953826818918106,35.1
2020-07,Murrumbidgee,0.3902851655846262,0.4053050166119981,1.5953168630950767,36.6
2020-08,Murrumbidgee,0.3290393370589904,0.3667108583406323,1.819308727702879,31.7
