year-month,lhd,NO pphm,NO2 pphm,OZONE pphm,asthma edp
2022-02,Western Sydney,0.45,0.55,1.45,14.5
2022-03,Western Sydney,0.475,0.675,1.325,24.7
2022-04,Western Sydney,0.7,0.725,1.25,31.0
2022-05,Western Sydney,1.325,1.05,0.95,36.2
2022-06,Western Sydney,1.125,0.95,1.225,21.5
2022-07,Western Sydney,0.8,0.925,1.575,16.4
2022-08,Western Sydney,0.55,0.8,1.7,23.9
2022-09,Western Sydney,0.525,0.775,1.85,17.5
2022-10,Western Sydney,0.35,0.625,1.875,18.2
2022-11,Western Sydney,0.3,0.425,1.9,17.6
2022-12,Western Sydney,0.175,0.425,1.925,14.4
2023-01,Western Sydney,0.25,0.375,1.675,11.4
2023-02,Western Sydney,0.8496208681802574,0.4952493257934352,1.8196410199810389,21.6
2023-03,Western Sydney,1.0996208681802573,0.75,1.65,15.1
2023-04,Western Sydney,0.775,0.725,1.275,20.2
2023-05,Western Sydney,1.35,1.05,1.15,22.5
2023-06,Western Sydney,1.2,1.0,1.2004448560991234,16.8
2023-07,Western Sydney,1.3,1.1,1.3,16.8
2023-08,Western Sydney,0.975,1.175,1.425,16.8
2023-09,Western Sydney,0.575,1.125,2.1,16.8
2023-10,Western Sydney,0.325,0.675,2.475,16.8
2023-11,Western Sydney,0.175,0.6,2.225,16.8
2023-12,Western Sydney,0.1,0.525,2.475,16.8
2024-01,Western Sydney,0.15,0.425,1.75,16.8
2024-02,Western Sydney,0.25,0.625,1.725,16.8
2024-03,Western Sydney,0.4538831447523123,0.7343171771585794,1.755510860661249,16.8
2024-04,Western Sydney,0.5,0.9,1.475,16.8
2024-05,Western Sydney,1.275,1.125,1.075,16.8
2024-06,Western Sydney,1.175,1.075,1.1,16.8
